Doc ID	Doc Type	Score	Len Chars	Len Words	Len Sents	Sents Len Chars	Sents Len Words
82	1	8	1660	24	322	68.25	13.4166666667
83	1	7	1086	10	222	107.8	22.2
84	1	6	1002	11	221	90.1818181818	20.0909090909
85	1	10	3014	32	608	93.25	19.0
86	1	8	2516	29	468	85.8275862069	16.1379310345
87	1	10	2358	40	524	58.025	13.1
88	1	9	2239	20	480	111.1	24.0
89	1	6	1268	30	269	41.3333333333	8.96666666667
90	1	7	1241	10	266	123.3	26.6
91	1	8	1281	16	258	79.1875	16.125
92	1	11	3510	52	797	66.5384615385	15.3269230769
93	1	11	3230	23	619	139.52173913	26.9130434783
94	1	8	1686	26	363	63.9230769231	13.9615384615
95	1	10	2478	37	549	66.0540540541	14.8378378378
96	1	7	1280	16	264	79.125	16.5
97	1	8	1682	22	341	75.5454545455	15.5
98	1	11	2364	35	486	66.6	13.8857142857
99	1	8	1930	21	434	91.0	20.6666666667
100	1	7	1188	18	273	65.1111111111	15.1666666667
101	1	10	2637	41	550	63.3902439024	13.4146341463
102	1	8	1786	27	364	65.2222222222	13.4814814815
103	1	9	2140	19	472	111.736842105	24.8421052632
104	1	10	2253	22	448	101.5	20.3636363636
105	1	9	2852	35	626	80.5428571429	17.8857142857
106	1	11	2115	31	425	67.3225806452	13.7096774194
107	1	10	3666	53	726	68.2075471698	13.6981132075
108	1	8	1978	22	429	89.0454545455	19.5
109	1	8	1812	25	395	71.56	15.8
110	1	6	1273	13	267	97.0	20.5384615385
111	1	11	3218	37	654	86.027027027	17.6756756757
112	1	9	2264	30	468	74.5666666667	15.6
113	1	8	1831	29	376	62.2068965517	12.9655172414
114	1	8	2324	25	460	92.0	18.4
115	1	9	2561	30	598	84.4333333333	19.9333333333
116	1	4	321	5	62	63.6	12.4
117	1	8	1757	26	371	66.6538461538	14.2692307692
118	1	12	2640	29	554	90.2068965517	19.1034482759
119	1	10	2585	38	600	67.1052631579	15.7894736842
120	1	8	1938	21	411	91.380952381	19.5714285714
121	1	8	1899	18	430	104.611111111	23.8888888889
122	1	9	2985	30	600	98.6	20.0
123	1	10	2269	30	461	74.7	15.3666666667
124	1	7	1358	10	290	135.0	29.0
125	1	5	886	1	178	886.0	178.0
126	1	8	1502	11	296	135.727272727	26.9090909091
127	1	9	2233	24	439	92.0833333333	18.2916666667
128	1	9	2268	31	457	72.2258064516	14.7419354839
129	1	10	2161	27	474	79.1111111111	17.5555555556
130	1	10	3440	40	659	85.05	16.475
131	1	10	2425	25	506	96.12	20.24
132	1	11	2624	26	519	100.153846154	19.9615384615
133	1	10	2735	45	623	59.8222222222	13.8444444444
134	1	10	2212	25	448	87.56	17.92
135	1	7	1450	12	294	120.0	24.5
136	1	9	2905	42	661	68.2857142857	15.7380952381
137	1	7	1298	9	264	143.444444444	29.3333333333
138	1	10	2315	25	449	91.68	17.96
139	1	7	947	13	203	72.0	15.6153846154
140	1	9	2041	31	407	64.9032258065	13.1290322581
141	1	10	3169	34	668	92.2941176471	19.6470588235
142	1	10	2320	25	468	91.88	18.72
143	1	7	1588	19	347	82.6315789474	18.2631578947
144	1	9	2340	32	483	72.1875	15.09375
145	1	10	2281	25	415	90.32	16.6
146	1	6	969	3	200	322.333333333	66.6666666667
147	1	12	3422	40	672	84.6	16.8
148	1	9	1649	18	334	90.7222222222	18.5555555556
149	1	8	2328	21	477	109.952380952	22.7142857143
150	1	8	1646	25	355	64.92	14.2
151	1	8	1268	8	260	157.75	32.5
152	1	6	1031	12	194	85.0833333333	16.1666666667
153	1	9	2624	29	560	89.5517241379	19.3103448276
154	1	12	2443	34	509	70.9117647059	14.9705882353
155	1	10	2467	29	514	84.2068965517	17.724137931
156	1	8	1780	30	403	58.4	13.4333333333
157	1	9	2570	30	546	84.7666666667	18.2
158	1	9	2110	27	395	77.2222222222	14.6296296296
159	1	10	2673	38	565	69.3947368421	14.8684210526
160	1	8	1532	22	324	68.7272727273	14.7272727273
161	1	10	2343	31	486	74.6451612903	15.6774193548
162	1	12	3072	30	610	101.466666667	20.3333333333
163	1	8	1384	23	261	59.2608695652	11.347826087
164	1	8	1469	10	280	146.1	28.0
165	1	9	2166	31	445	68.935483871	14.3548387097
166	1	10	3088	33	637	92.6363636364	19.303030303
167	1	8	1730	21	394	81.5238095238	18.7619047619
168	1	9	2603	17	492	152.235294118	28.9411764706
169	1	6	935	11	179	84.1818181818	16.2727272727
170	1	8	1808	22	382	81.2727272727	17.3636363636
171	1	8	1626	6	336	270.333333333	56.0
172	1	8	1346	6	269	223.5	44.8333333333
173	1	8	1401	13	294	106.923076923	22.6153846154
174	1	8	1851	25	380	73.08	15.2
175	1	8	1876	22	381	84.3636363636	17.3181818182
176	1	10	2133	21	433	100.666666667	20.619047619
177	1	8	1614	24	367	66.3333333333	15.2916666667
178	1	8	1615	21	331	76.0476190476	15.7619047619
179	1	8	1625	24	320	66.7916666667	13.3333333333
180	1	10	2329	31	517	74.1935483871	16.6774193548
181	1	10	2695	31	532	86.064516129	17.1612903226
182	1	8	1577	18	324	86.7222222222	18.0
183	1	8	2275	27	472	83.4074074074	17.4814814815
184	1	8	1939	17	422	113.176470588	24.8235294118
185	1	8	2440	29	511	83.2068965517	17.6206896552
186	1	8	1850	23	371	79.5217391304	16.1304347826
187	1	5	584	4	116	145.5	29.0
188	1	9	2195	24	446	90.5416666667	18.5833333333
189	1	6	761	21	153	35.3333333333	7.28571428571
190	1	10	1867	24	382	76.875	15.9166666667
191	1	8	1393	17	275	81.0588235294	16.1764705882
192	1	11	2782	40	564	68.6	14.1
193	1	8	2201	30	442	72.4333333333	14.7333333333
194	1	10	2940	35	608	83.0857142857	17.3714285714
195	1	5	695	10	151	68.7	15.1
196	1	8	1921	29	423	65.3103448276	14.5862068966
197	1	10	2702	26	600	103.0	23.0769230769
198	1	10	2465	24	491	101.875	20.4583333333
199	1	11	4218	40	875	104.5	21.875
200	1	8	2044	28	419	72.1071428571	14.9642857143
201	1	9	2258	27	450	82.6666666667	16.6666666667
202	1	8	2097	29	415	71.3793103448	14.3103448276
203	1	10	2561	27	539	93.8888888889	19.962962963
204	1	10	2080	34	435	60.2352941176	12.7941176471
205	1	10	3214	48	691	65.9791666667	14.3958333333
206	1	10	2119	26	425	80.5769230769	16.3461538462
207	1	8	1585	26	321	60.0384615385	12.3461538462
208	1	6	913	11	170	82.1818181818	15.4545454545
209	1	6	861	9	179	94.8888888889	19.8888888889
210	1	9	2190	27	422	80.1851851852	15.6296296296
211	1	6	966	13	207	73.4615384615	15.9230769231
212	1	7	1363	21	302	64.0	14.380952381
213	1	8	1535	21	351	72.1904761905	16.7142857143
214	1	8	1783	15	352	117.933333333	23.4666666667
215	1	10	3382	29	643	115.724137931	22.1724137931
216	1	8	2111	21	435	99.619047619	20.7142857143
217	1	10	2879	40	642	71.025	16.05
218	1	8	1778	27	385	64.9259259259	14.2592592593
219	1	9	2144	24	447	88.4166666667	18.625
220	1	10	2553	38	529	66.2368421053	13.9210526316
221	1	6	1162	19	235	60.2105263158	12.3684210526
222	1	9	2636	28	548	93.2857142857	19.5714285714
223	1	8	2287	15	485	151.733333333	32.3333333333
224	1	8	1894	21	386	89.3333333333	18.380952381
225	1	12	2903	44	627	65.0454545455	14.25
226	1	8	1416	20	287	69.85	14.35
227	1	9	2051	28	417	72.3214285714	14.8928571429
228	1	8	1685	11	357	152.272727273	32.4545454545
229	1	8	1452	25	317	57.16	12.68
230	1	9	2452	32	518	75.6875	16.1875
231	1	8	1548	24	316	63.5833333333	13.1666666667
232	1	12	3122	37	660	83.5135135135	17.8378378378
233	1	7	1154	10	212	114.6	21.2
234	1	8	2234	33	464	66.7575757576	14.0606060606
235	1	7	1579	20	330	78.05	16.5
236	1	6	992	11	220	89.3636363636	20.0
237	1	8	1774	18	355	97.6666666667	19.7222222222
238	1	9	1717	14	346	121.785714286	24.7142857143
239	1	9	2452	22	480	110.545454545	21.8181818182
240	1	8	1436	20	304	70.9	15.2
241	1	9	1389	13	282	106.0	21.6923076923
242	1	9	2391	31	517	76.1612903226	16.6774193548
243	1	11	3139	35	690	88.7428571429	19.7142857143
244	1	7	1765	15	374	116.733333333	24.9333333333
245	1	7	870	7	175	123.428571429	25.0
246	1	11	3608	45	739	79.2444444444	16.4222222222
247	1	8	2242	29	488	76.3793103448	16.8275862069
248	1	9	2516	41	542	60.4146341463	13.2195121951
249	1	9	1964	24	414	80.9583333333	17.25
250	1	10	1761	25	367	69.52	14.68
251	1	9	2969	28	626	105.107142857	22.3571428571
252	1	9	2231	27	451	81.7037037037	16.7037037037
253	1	6	1205	15	261	79.4666666667	17.4
254	1	10	2995	32	656	92.65625	20.5
255	1	8	1720	24	368	70.75	15.3333333333
256	1	8	1554	16	333	96.3125	20.8125
257	1	8	2272	21	474	107.333333333	22.5714285714
258	1	11	2947	27	581	108.222222222	21.5185185185
259	1	9	2397	28	514	84.7142857143	18.3571428571
260	1	7	1679	31	350	53.2258064516	11.2903225806
261	1	9	2457	31	507	78.3225806452	16.3548387097
262	1	8	1481	13	316	113.076923077	24.3076923077
263	1	10	2997	31	590	95.7419354839	19.0322580645
264	1	8	2102	19	418	109.736842105	22.0
265	1	11	2235	37	488	59.4594594595	13.1891891892
266	1	11	2393	26	497	91.1923076923	19.1153846154
267	1	10	2697	24	528	111.458333333	22.0
268	1	8	1497	18	298	82.2777777778	16.5555555556
269	1	9	2170	22	459	97.7272727273	20.8636363636
270	1	8	2021	27	434	73.9259259259	16.0740740741
271	1	8	1686	21	364	79.380952381	17.3333333333
272	1	10	2898	40	632	71.525	15.8
273	1	8	1630	12	332	135.0	27.6666666667
274	1	9	2172	28	457	76.6785714286	16.3214285714
275	1	11	2333	28	449	82.3928571429	16.0357142857
276	1	8	1441	18	291	79.1111111111	16.1666666667
277	1	9	2302	24	480	95.0	20.0
278	1	8	1747	23	338	75.0434782609	14.6956521739
279	1	10	2533	35	494	71.4285714286	14.1142857143
280	1	10	2228	35	470	62.7142857143	13.4285714286
281	1	7	1247	17	266	72.5294117647	15.6470588235
282	1	8	1824	21	362	85.9523809524	17.2380952381
283	1	6	1114	12	242	92.0	20.1666666667
284	1	8	1610	16	334	99.75	20.875
285	1	11	2938	30	630	97.0	21.0
286	1	4	345	5	77	68.4	15.4
287	1	12	3179	33	663	95.4242424242	20.0909090909
288	1	8	1867	27	384	68.2222222222	14.2222222222
289	1	10	2243	22	460	101.090909091	20.9090909091
290	1	11	3122	30	613	103.133333333	20.4333333333
291	1	11	2576	33	511	77.1212121212	15.4848484848
292	1	11	2976	37	601	79.4864864865	16.2432432432
293	1	8	1288	18	276	70.6666666667	15.3333333333
294	1	10	2462	27	521	90.2592592593	19.2962962963
295	1	10	2008	26	394	76.2692307692	15.1538461538
296	1	10	2640	24	566	109.166666667	23.5833333333
297	1	9	2683	30	532	88.5	17.7333333333
298	1	8	2067	27	417	75.6296296296	15.4444444444
299	1	8	1773	22	378	79.6818181818	17.1818181818
300	1	8	2756	39	604	69.7179487179	15.4871794872
301	1	9	2027	30	444	66.6333333333	14.8
302	1	10	3415	46	663	73.2826086957	14.4130434783
303	1	10	2452	29	531	83.724137931	18.3103448276
304	1	9	2923	27	619	107.444444444	22.9259259259
305	1	10	2602	27	587	95.5185185185	21.7407407407
306	1	8	2461	32	507	75.96875	15.84375
307	1	9	1905	27	405	69.6296296296	15.0
308	1	6	624	3	136	207.666666667	45.3333333333
309	1	9	2178	18	437	120.111111111	24.2777777778
310	1	10	2221	18	425	122.5	23.6111111111
311	1	9	1882	28	407	66.25	14.5357142857
312	1	7	1223	21	271	57.3333333333	12.9047619048
314	1	9	2017	22	405	90.7727272727	18.4090909091
315	1	10	2457	23	476	105.913043478	20.6956521739
316	1	9	3152	30	631	104.166666667	21.0333333333
317	1	10	2896	34	555	84.2058823529	16.3235294118
318	1	8	2187	21	435	103.19047619	20.7142857143
319	1	9	2173	30	451	71.5	15.0333333333
320	1	8	1726	13	353	131.923076923	27.1538461538
321	1	12	3008	30	626	99.3333333333	20.8666666667
322	1	8	1765	17	368	103.0	21.6470588235
323	1	10	2200	28	457	77.6428571429	16.3214285714
324	1	8	1844	21	371	86.9047619048	17.6666666667
325	1	9	2101	19	451	109.684210526	23.7368421053
326	1	10	3936	42	759	92.7619047619	18.0714285714
327	1	6	2011	27	441	73.5555555556	16.3333333333
328	1	8	1833	31	378	58.1935483871	12.1935483871
329	1	8	1756	19	380	91.5263157895	20.0
330	1	11	3761	37	766	100.756756757	20.7027027027
331	1	10	2602	36	553	71.3611111111	15.3611111111
332	1	8	1594	21	342	75.0476190476	16.2857142857
333	1	9	2168	31	479	69.0967741935	15.4516129032
334	1	10	3727	46	782	80.0652173913	17.0
335	1	9	1852	17	390	108.058823529	22.9411764706
336	1	11	3031	37	623	81.027027027	16.8378378378
337	1	10	1739	25	334	68.64	13.36
338	1	8	1119	10	237	111.1	23.7
339	1	11	2972	25	609	117.96	24.36
340	1	9	2073	30	407	68.1666666667	13.5666666667
341	1	8	1505	16	307	93.1875	19.1875
342	1	9	2597	28	523	91.8571428571	18.6785714286
343	1	9	2038	28	416	71.8571428571	14.8571428571
345	1	10	2307	18	490	127.277777778	27.2222222222
346	1	12	3847	33	820	115.666666667	24.8484848485
347	1	7	1312	13	281	100.076923077	21.6153846154
348	1	8	1673	16	357	103.6875	22.3125
349	1	8	1385	16	294	85.6875	18.375
350	1	8	2160	28	465	76.2142857143	16.6071428571
351	1	9	2025	34	397	58.6176470588	11.6764705882
352	1	7	1247	12	250	103.083333333	20.8333333333
353	1	5	647	10	137	63.8	13.7
354	1	8	1492	20	309	73.9	15.45
355	1	6	1077	14	244	76.0714285714	17.4285714286
356	1	8	1536	23	325	65.9130434783	14.1304347826
357	1	8	1467	18	298	80.6111111111	16.5555555556
358	1	7	1122	8	217	139.375	27.125
359	1	2	49	2	12	24.5	6.0
360	1	6	996	12	211	82.1666666667	17.5833333333
361	1	10	2989	45	600	65.4666666667	13.3333333333
362	1	10	2710	29	575	92.5517241379	19.8275862069
363	1	8	1415	11	285	127.818181818	25.9090909091
364	1	11	3588	33	695	107.787878788	21.0606060606
365	1	9	2490	29	519	85.0	17.8965517241
366	1	8	1980	25	437	78.28	17.48
367	1	8	1922	18	388	105.888888889	21.5555555556
368	1	9	1808	22	363	81.2727272727	16.5
369	1	8	1376	19	293	71.6315789474	15.4210526316
370	1	10	3515	34	719	102.441176471	21.1470588235
371	1	8	1760	25	382	69.48	15.28
372	1	10	2670	34	558	77.6470588235	16.4117647059
373	1	8	1599	20	332	79.05	16.6
374	1	7	2139	10	429	213.1	42.9
375	1	4	734	5	165	146.0	33.0
376	1	8	2493	18	496	137.611111111	27.5555555556
377	1	10	2659	31	532	84.8387096774	17.1612903226
378	1	11	2504	32	535	77.3125	16.71875
379	1	9	2466	29	518	84.0689655172	17.8620689655
380	1	10	1773	19	377	92.4736842105	19.8421052632
381	1	10	2595	37	551	69.2162162162	14.8918918919
382	1	7	1371	22	284	61.4090909091	12.9090909091
383	1	11	2760	31	567	88.0967741935	18.2903225806
384	1	8	1356	16	291	83.875	18.1875
385	1	11	3727	38	720	97.1842105263	18.9473684211
386	1	10	2269	25	497	89.84	19.88
387	1	8	1834	20	359	90.8	17.95
388	1	7	1464	19	306	76.1578947368	16.1052631579
389	1	8	1728	21	343	81.380952381	16.3333333333
390	1	10	2253	23	474	97.0434782609	20.6086956522
391	1	12	2901	34	605	84.4117647059	17.7941176471
392	1	8	2110	29	421	71.8275862069	14.5172413793
393	1	8	1734	25	357	68.44	14.28
394	1	7	845	14	183	59.5	13.0714285714
395	1	6	862	11	192	77.5454545455	17.4545454545
396	1	7	1878	13	391	143.538461538	30.0769230769
397	1	10	3069	37	635	82.027027027	17.1621621622
398	1	10	2394	21	476	113.095238095	22.6666666667
399	1	8	2309	21	468	109.047619048	22.2857142857
400	1	8	1997	23	403	85.8695652174	17.5217391304
401	1	6	845	9	170	93.1111111111	18.8888888889
402	1	8	1646	22	324	73.9090909091	14.7272727273
403	1	8	2607	32	526	80.5	16.4375
404	1	8	2011	20	440	99.75	22.0
405	1	9	4010	38	776	104.578947368	20.4210526316
406	1	8	2426	14	454	172.428571429	32.4285714286
407	1	8	2003	30	420	65.8333333333	14.0
408	1	8	1789	17	340	104.352941176	20.0
409	1	8	1995	17	398	116.470588235	23.4117647059
410	1	8	1735	17	367	101.176470588	21.5882352941
411	1	12	2990	29	591	102.172413793	20.3793103448
412	1	10	2548	34	511	74.0	15.0294117647
413	1	9	2187	24	486	90.25	20.25
414	1	8	1820	24	383	74.9166666667	15.9583333333
415	1	7	1805	26	382	68.5	14.6923076923
416	1	6	875	15	191	57.4666666667	12.7333333333
417	1	8	1350	11	283	121.909090909	25.7272727273
418	1	12	3688	35	696	104.428571429	19.8857142857
419	1	6	1171	21	247	54.8571428571	11.7619047619
420	1	8	1462	18	305	80.3333333333	16.9444444444
421	1	6	1132	12	240	93.5	20.0
422	1	7	1664	13	353	127.153846154	27.1538461538
423	1	9	2749	30	552	90.7	18.4
424	1	9	2737	31	581	87.3225806452	18.7419354839
425	1	10	2498	24	544	103.125	22.6666666667
426	1	9	2458	23	503	106.0	21.8695652174
427	1	11	2933	38	606	76.2368421053	15.9473684211
428	1	8	1866	12	392	154.666666667	32.6666666667
429	1	9	2128	32	442	65.5625	13.8125
430	1	8	2980	44	669	66.7727272727	15.2045454545
431	1	11	2819	30	561	93.0333333333	18.7
432	1	8	1653	27	357	60.3333333333	13.2222222222
433	1	11	2665	36	550	73.1111111111	15.2777777778
434	1	7	1727	13	365	132.0	28.0769230769
435	1	11	3240	33	684	97.2424242424	20.7272727273
436	1	8	2263	25	458	89.6	18.32
437	1	8	1875	26	383	71.1923076923	14.7307692308
438	1	8	1745	26	354	66.1923076923	13.6153846154
439	1	10	2394	17	470	139.941176471	27.6470588235
440	1	8	1616	18	342	88.8888888889	19.0
441	1	8	2333	26	474	88.7692307692	18.2307692308
442	1	10	2361	25	482	93.6	19.28
443	1	8	1559	9	317	172.444444444	35.2222222222
444	1	8	2076	20	434	103.05	21.7
445	1	8	1239	13	270	94.4615384615	20.7692307692
446	1	10	2751	26	545	104.923076923	20.9615384615
447	1	11	3018	37	640	80.7297297297	17.2972972973
448	1	9	2423	22	502	109.318181818	22.8181818182
449	1	2	123	1	24	123.0	24.0
450	1	7	1494	18	312	82.1111111111	17.3333333333
451	1	8	1990	26	441	75.6153846154	16.9615384615
452	1	7	1116	11	226	100.636363636	20.5454545455
453	1	9	2397	35	476	67.5142857143	13.6
454	1	8	2412	28	513	85.2142857143	18.3214285714
455	1	4	468	3	93	155.333333333	31.0
456	1	7	1881	15	392	124.533333333	26.1333333333
457	1	10	2827	32	553	87.40625	17.28125
458	1	9	1570	16	321	97.25	20.0625
459	1	8	1542	14	338	109.285714286	24.1428571429
460	1	8	2622	35	554	74.0	15.8285714286
461	1	8	1868	32	411	57.4375	12.84375
462	1	8	1930	19	408	100.684210526	21.4736842105
463	1	8	2415	30	487	79.5666666667	16.2333333333
464	1	7	1404	16	294	86.875	18.375
465	1	8	1720	25	367	67.88	14.68
466	1	9	1841	20	372	91.15	18.6
467	1	8	1917	22	361	86.2272727273	16.4090909091
468	1	8	1058	10	221	105.0	22.1
469	1	9	2200	24	431	90.75	17.9583333333
470	1	8	1965	20	428	97.5	21.4
471	1	8	1478	27	294	53.7777777778	10.8888888889
472	1	12	2896	31	593	92.4838709677	19.1290322581
473	1	7	1383	16	301	85.5	18.8125
474	1	6	652	11	146	58.3636363636	13.2727272727
475	1	9	2607	26	544	99.3461538462	20.9230769231
476	1	8	1888	21	395	89.0	18.8095238095
477	1	6	1063	11	217	95.8181818182	19.7272727273
478	1	8	2139	23	439	92.0869565217	19.0869565217
479	1	10	2620	35	550	73.9142857143	15.7142857143
480	1	8	1703	21	356	80.1904761905	16.9523809524
481	1	10	2842	28	563	100.607142857	20.1071428571
482	1	9	2222	32	440	68.5	13.75
483	1	9	2127	15	454	140.933333333	30.2666666667
484	1	7	1205	14	237	85.2142857143	16.9285714286
485	1	10	2639	36	576	72.3888888889	16.0
486	1	9	2808	30	578	92.6666666667	19.2666666667
487	1	8	1650	18	350	90.7777777778	19.4444444444
488	1	8	1749	25	378	69.04	15.12
489	1	9	2942	31	590	93.9677419355	19.0322580645
490	1	8	2843	40	611	70.125	15.275
491	1	8	1834	12	391	151.916666667	32.5833333333
492	1	7	1664	14	344	118.0	24.5714285714
493	1	8	1499	14	300	106.214285714	21.4285714286
494	1	9	2394	34	477	69.5	14.0294117647
495	1	8	1743	23	368	74.8695652174	16.0
496	1	9	1769	21	384	83.3333333333	18.2857142857
497	1	9	3551	34	734	103.529411765	21.5882352941
498	1	12	3163	28	649	112.107142857	23.1785714286
499	1	9	2169	37	482	57.6756756757	13.027027027
500	1	10	2401	37	472	63.9459459459	12.7567567568
501	1	8	1948	27	420	71.1851851852	15.5555555556
502	1	7	723	6	143	119.833333333	23.8333333333
503	1	8	1314	11	253	118.636363636	23.0
504	1	10	2906	40	601	71.75	15.025
505	1	10	2155	29	484	73.4137931034	16.6896551724
506	1	7	1429	11	307	129.090909091	27.9090909091
507	1	10	3568	50	732	70.42	14.64
508	1	9	1837	18	350	101.222222222	19.4444444444
509	1	11	2344	19	459	122.473684211	24.1578947368
510	1	7	1471	22	298	65.9545454545	13.5454545455
511	1	8	1360	15	302	89.8	20.1333333333
512	1	8	1518	8	317	188.875	39.625
513	1	8	2160	28	448	76.2142857143	16.0
514	1	8	1265	17	262	73.5294117647	15.4117647059
515	1	8	1556	16	338	96.375	21.125
516	1	8	2542	35	519	71.6857142857	14.8285714286
517	1	8	1969	28	431	69.3928571429	15.3928571429
518	1	8	1834	21	364	86.4285714286	17.3333333333
519	1	12	2939	34	611	85.5588235294	17.9705882353
520	1	6	1459	12	319	120.75	26.5833333333
521	1	7	1308	16	261	80.8125	16.3125
522	1	9	2478	33	493	74.1515151515	14.9393939394
523	1	10	2680	25	551	106.28	22.04
524	1	8	2027	40	457	49.725	11.425
525	1	9	1838	21	400	86.619047619	19.0476190476
526	1	7	1494	16	320	92.5	20.0
527	1	8	1386	18	287	76.1111111111	15.9444444444
528	1	6	1010	11	211	91.0	19.1818181818
529	1	7	1298	7	256	184.714285714	36.5714285714
530	1	10	2360	24	504	97.5	21.0
531	1	10	2177	34	459	63.0882352941	13.5
532	1	8	2104	24	427	86.75	17.7916666667
533	1	8	2421	28	503	85.5357142857	17.9642857143
534	1	11	4630	46	917	99.7173913043	19.9347826087
535	1	8	1865	19	391	97.2631578947	20.5789473684
536	1	8	1929	23	371	82.9565217391	16.1304347826
537	1	8	1776	22	373	79.8181818182	16.9545454545
538	1	8	1637	17	356	95.4117647059	20.9411764706
539	1	9	2006	10	411	199.8	41.1
540	1	8	1869	21	378	88.0952380952	18.0
541	1	8	2216	35	474	62.3714285714	13.5428571429
542	1	10	2988	42	620	70.1904761905	14.7619047619
543	1	8	1646	33	352	48.9393939394	10.6666666667
544	1	8	2046	19	388	106.789473684	20.4210526316
545	1	2	88	2	18	43.5	9.0
546	1	6	837	7	174	118.857142857	24.8571428571
547	1	8	2103	24	422	86.7083333333	17.5833333333
548	1	8	2176	25	444	86.12	17.76
549	1	8	2069	19	406	108.052631579	21.3684210526
550	1	10	3366	40	691	83.25	17.275
551	1	8	2141	20	416	106.15	20.8
552	1	6	1138	14	251	80.4285714286	17.9285714286
553	1	8	2232	23	445	96.1304347826	19.347826087
554	1	8	2270	20	449	112.6	22.45
555	1	11	3030	34	641	88.2941176471	18.8529411765
556	1	10	2820	35	614	79.6857142857	17.5428571429
