DocIndex	BiDocProb	TriDocProb	DocScore	DocType
100	-9.47819107185	-10.6400673022	33	8
101	-10.1281629235	-10.8730931625	40	8
102	-9.12066268814	-10.3459836196	30	8
103	-8.77423747783	-10.3950529174	34	8
104	-9.26591340991	-10.5683100961	35	8
105	-9.90052850878	-10.8381083342	30	8
106	-8.65823673906	-10.0661685231	44	8
107	-9.83975569476	-10.6644227396	31	8
108	-8.95653811087	-10.4288580403	32	8
109	-9.95690638417	-10.8820900293	40	8
110	-9.3310395557	-10.4854002385	32	8
111	-10.7319364985	-11.0804613576	40	8
112	-9.73124931806	-10.7744011885	36	8
113	-9.43427827171	-10.6507078525	43	8
114	-9.36376338749	-10.5851409685	36	8
115	-8.58439174071	-10.3982111705	40	8
116	-10.719262688	-11.1224546539	45	8
117	-9.05096988433	-10.3998814472	36	8
118	-9.6821309525	-10.9140378668	38	8
119	-9.45927265777	-10.6657313012	37	8
120	-9.71427297169	-10.7795830603	36	8
121	-8.90207674591	-10.6944411982	31	8
122	-9.34193419084	-10.5626693686	20	8
123	-8.94970775933	-10.2679297204	38	8
124	-8.78399200602	-10.2080252054	32	8
125	-9.37707915172	-10.6121957753	37	8
126	-10.0050365653	-10.9509740156	40	8
127	-9.0517200251	-10.3401532262	35	8
128	-10.6896766376	-11.0295723739	40	8
129	-9.36808939275	-10.5037423064	28	8
130	-9.00066714707	-10.4313867588	38	8
131	-8.09600844942	-9.88048435731	36	8
132	-9.54867035631	-10.593488915	43	8
133	-10.188302986	-10.8600307242	34	8
134	-8.29911597009	-9.88377938809	32	8
135	-9.67926059928	-10.4688534638	50	8
136	-9.66818156	-10.7632928658	40	8
137	-9.62932371984	-10.5432913194	40	8
138	-9.90442764492	-10.8595589447	37	8
139	-9.22442097755	-10.6013222623	36	8
140	-10.7493104952	-11.1360347074	40	8
141	-8.64898606463	-10.3258612092	30	8
142	-9.28010130943	-10.4510736775	32	8
143	-10.7086956212	-11.1964287752	44	8
144	-9.55316069206	-10.6835799523	37	8
145	-9.91282748279	-10.7480723676	42	8
146	-9.22997025896	-10.4140160663	40	8
147	-9.68015073739	-10.5849655297	40	8
148	-10.1572380906	-11.0726684225	30	8
149	-9.13940819818	-10.2598003829	34	8
150	-10.5755788405	-10.8752918437	44	8
151	-9.16241945672	-10.3777525478	36	8
152	-9.13204383513	-10.3993905709	35	8
153	-9.38574539331	-10.4478224521	34	8
154	-10.0229527072	-10.7655829789	32	8
155	-9.19211075436	-10.4323927691	40	8
156	-9.90563483288	-10.6588315411	34	8
157	-9.99503144101	-10.8298926686	40	8
158	-9.55384371631	-10.6195646324	40	8
159	-9.27228637873	-10.5195735744	37	8
160	-9.50284073168	-10.6321103962	38	8
161	-9.90876198282	-10.6488545776	29	8
162	-9.8480049905	-10.5718958139	34	8
163	-9.11041431106	-10.3502172193	32	8
164	-9.56172415602	-10.4999194067	43	8
165	-9.22956974485	-10.4856170715	37	8
166	-8.72362582324	-10.1443451477	34	8
167	-8.92345795687	-10.207107706	29	8
168	-8.68036707656	-10.1477330892	30	8
169	-9.21830097583	-10.4305778384	47	8
170	-9.15026665545	-10.4636493915	36	8
171	-9.39111453405	-11.3566925523	40	8
172	-9.82897965835	-10.7038198638	29	8
173	-9.68598686417	-10.6123555312	40	8
174	-9.05743413957	-10.4169467729	41	8
175	-8.34777554482	-9.73709634286	40	8
176	-9.94042159423	-10.823838329	32	8
177	-9.83303490922	-10.8392238586	40	8
178	-9.70236166343	-10.7283536127	44	8
179	-9.59313726443	-10.7888017533	34	8
180	-9.60282137577	-10.7793092042	31	8
181	-9.28137943202	-10.4273045919	40	8
182	-10.9314426073	-11.2928551917	40	8
183	-10.0127220965	-10.7649006896	40	8
184	-10.1949113401	-11.035129581	31	8
185	-9.18555201458	-10.3914697633	29	8
186	-10.4741202447	-10.9372589951	43	8
187	-9.94114148024	-10.7684905095	40	8
188	-8.83554434641	-10.2487672416	40	8
189	-10.231697301	-10.8671483052	36	8
190	-9.52005025973	-10.3475647097	31	8
191	-8.93698426756	-10.3461229761	15	8
192	-9.26071170428	-10.5711911483	40	8
193	-8.69325478503	-10.197667205	36	8
194	-10.1541538407	-10.8235329862	45	8
195	-9.27079141905	-10.4388220749	35	8
196	-8.71638747352	-10.2474610203	45	8
197	-8.91239551741	-10.4721101745	40	8
198	-9.86243617926	-10.7618806936	40	8
199	-10.2125897308	-10.9525726752	36	8
200	-9.28725753858	-10.4984808063	28	8
201	-9.78212661222	-10.8028764062	40	8
202	-9.89487357707	-10.7771633269	20	8
203	-8.69554548489	-10.0240247382	36	8
204	-10.3197516176	-10.8765848556	46	8
205	-9.17113624871	-10.532658406	32	8
206	-9.23673697141	-10.4311975832	41	8
207	-9.30385448141	-10.5402485681	44	8
208	-9.44716587828	-10.5195565939	36	8
209	-9.8969707469	-10.6607569566	42	8
210	-9.67635696754	-10.8206389627	42	8
211	-8.98766874472	-10.3332083011	31	8
212	-10.3440310195	-10.9573145038	40	8
213	-8.13407362422	-9.79754875543	32	8
214	-9.86465800337	-10.6396663028	43	8
215	-10.4665213538	-11.1287798495	31	8
216	-8.56579950182	-10.1558089263	36	8
217	-9.15645590116	-10.4542178301	35	8
218	-8.98104152101	-10.34876416	36	8
219	-9.32129131473	-10.5692154807	40	8
220	-8.88807574179	-10.2900859195	45	8
221	-9.22998042696	-10.9862221024	40	8
222	-9.22027413937	-10.4398637148	38	8
223	-9.67520519123	-10.722884849	36	8
224	-9.29151551382	-10.5758345207	37	8
225	-9.06842108994	-10.4295694546	30	8
226	-9.43921017448	-10.6401383893	41	8
227	-9.39015622756	-10.5287688232	40	8
228	-9.23490943463	-10.5269576295	36	8
229	-8.55637630964	-10.1811716942	29	8
230	-9.74532378689	-10.6248592275	32	8
231	-9.76970137	-10.7179537883	36	8
232	-8.94427355978	-10.3659222953	40	8
233	-8.75416772457	-10.3479591933	40	8
234	-9.20280918045	-10.5822771504	33	8
235	-9.89073249319	-10.6437483657	40	8
236	-10.1081153642	-10.8082584832	30	8
237	-9.87113712654	-10.6913249937	24	8
238	-8.17445220269	-9.92208351721	33	8
239	-9.10716639102	-10.2969366312	40	8
240	-11.011565005	-11.1988690519	31	8
241	-9.90744302919	-10.6404889856	27	8
242	-8.81754497363	-10.3375814788	33	8
243	-9.69654618176	-10.6892885291	40	8
244	-9.10211715347	-10.2962838322	37	8
245	-8.96626899634	-10.5495060046	34	8
246	-9.12898153081	-10.4758005275	33	8
247	-9.601827522	-10.8718951105	40	8
248	-9.35157713063	-10.5236341303	32	8
249	-10.0769617155	-10.7326874573	32	8
250	-10.1903978602	-10.8486946348	30	8
251	-10.2733291	-10.9700823849	44	8
252	-8.81662191429	-10.3552107687	25	8
253	-10.6457349868	-11.0825410954	40	8
254	-10.0376360406	-10.6767769599	27	8
255	-9.07148731176	-10.3622175749	36	8
256	-10.0861903318	-10.8205751809	45	8
257	-9.26218827713	-10.3335021696	41	8
258	-10.6061038373	-10.9469640795	50	8
259	-9.49122102206	-10.5757785896	42	8
260	-9.47198206406	-10.5319813299	36	8
261	-9.06096741869	-10.4530311081	36	8
262	-9.59898097123	-10.6811617412	40	8
263	-9.68219594862	-10.5146443382	36	8
264	-9.09839519369	-10.3297432638	37	8
265	-9.32891057905	-10.6533127592	40	8
266	-9.49455812763	-10.9378287532	42	8
267	-9.1848897987	-10.4464867725	32	8
268	-9.84187442302	-10.7469350252	30	8
269	-10.1364760088	-10.9041741655	43	8
270	-8.48291016037	-9.88081848976	35	8
271	-10.3619145479	-10.9227026692	48	8
272	-10.3056179355	-10.9787717627	40	8
273	-9.04161862943	-10.4811867419	40	8
274	-9.09351868571	-10.3988009645	45	8
275	-9.59563939097	-10.6769789993	45	8
276	-9.72101782011	-10.6951978653	30	8
277	-9.8869671207	-10.7699553815	37	8
278	-8.70394803468	-10.0622950521	38	8
279	-9.43904162754	-10.5094215761	47	8
280	-10.2860229413	-10.9565855488	41	8
281	-9.73988990526	-10.8626619857	36	8
282	-10.6071416514	-11.1487762393	42	8
283	-9.62437290603	-10.5830690772	40	8
284	-10.3502946661	-10.8580728094	30	8
285	-10.0921816058	-10.7378727666	35	8
286	-8.63067794082	-10.3017313828	40	8
287	-9.39021631432	-10.5372706504	37	8
288	-9.98880582595	-10.8127164834	35	8
289	-9.217928515	-10.5287160693	40	8
290	-8.36029846461	-10.1048227601	40	8
291	-8.46438499681	-10.0059660257	35	8
292	-9.14312242623	-10.298992132	34	8
293	-8.446114496	-10.1079352959	36	8
294	-10.1899974051	-11.0427469444	41	8
295	-9.15522460135	-10.6128859387	37	8
296	-9.33473286785	-10.4610427493	30	8
297	-9.25919282876	-10.295437374	34	8
298	-8.86507712576	-10.2921127151	36	8
299	-7.98223767435	-10.155127615	37	8
300	-9.36250274953	-10.6061696121	34	8
301	-9.86567676384	-10.7812690308	43	8
302	-8.27430136734	-9.93311344919	42	8
303	-9.39176564455	-10.5152140548	40	8
304	-9.05350669558	-10.4753311215	35	8
305	-9.40737714819	-10.4740930037	37	8
306	-9.48729855694	-10.5589470475	46	8
307	-9.97746336972	-10.782460719	43	8
308	-9.02229601274	-10.2698034876	40	8
309	-10.0135385133	-10.7471460134	40	8
310	-8.54689831712	-10.1956851776	31	8
311	-8.92259227755	-10.1237737839	32	8
312	-9.20832431129	-10.5286515974	40	8
313	-8.78546485684	-10.3198343164	40	8
314	-9.35598943881	-10.3153094931	40	8
315	-9.03102719364	-10.3338069863	40	8
316	-9.56930885258	-10.6382298526	45	8
317	-9.65500197491	-10.7396364604	36	8
318	-10.3204040228	-10.8638211529	35	8
319	-9.03400718149	-10.3716512244	36	8
320	-8.97850509064	-10.6196506427	40	8
321	-9.03470833829	-10.4729004139	32	8
322	-8.7946460496	-10.1788882027	37	8
323	-10.0278353703	-10.7856788795	48	8
324	-9.44579783964	-10.625363389	33	8
325	-8.34391958754	-10.0454756725	50	8
326	-9.4505832514	-10.56827176	46	8
327	-10.3138554928	-10.9844087136	43	8
328	-9.15970483601	-10.7114425631	27	8
329	-9.94049010032	-10.7352007045	35	8
330	-9.02020930191	-10.4168322524	36	8
331	-9.11117332933	-10.3793833481	45	8
332	-9.99251005998	-10.6223155374	35	8
333	-9.36922039475	-10.57481995	40	8
334	-9.04999748318	-10.4000564263	35	8
335	-9.82284084773	-10.7003712232	34	8
336	-9.78457030062	-10.7565403567	40	8
337	-9.35387870318	-10.3910065836	33	8
338	-9.11901425386	-10.3542170654	39	8
339	-9.4981515067	-11.2680638832	33	8
340	-9.02116565053	-10.4586428742	24	8
341	-10.088298036	-10.981095527	31	8
342	-9.49126908954	-10.5953069777	36	8
343	-8.85438485097	-10.3097821048	40	8
344	-10.299123939	-10.8653499807	40	8
345	-9.11516646322	-10.5094602547	32	8
346	-9.64676814462	-10.5217333612	47	8
347	-9.32376997797	-10.4724048791	40	8
348	-10.4000612937	-11.080146253	35	8
349	-9.9154092861	-11.2156935867	36	8
350	-9.60146900028	-10.8179562107	28	8
351	-10.0029094481	-10.6714692488	35	8
352	-8.87749131998	-10.3561579033	33	8
353	-9.91835271875	-10.7294564036	34	8
354	-9.14685983397	-10.5181200221	36	8
355	-9.78588391511	-10.6600930656	40	8
356	-9.93679599718	-10.659023611	40	8
357	-9.62656412243	-10.6463113261	35	8
358	-10.0373754864	-10.6830238352	46	8
359	-9.78559357013	-10.5886305499	34	8
360	-9.24961869893	-10.5088627155	40	8
361	-9.32257842761	-10.3956265535	40	8
362	-9.59636648562	-10.7795457032	45	8
363	-9.15164000327	-10.3691359257	31	8
364	-10.1566039152	-10.9123270937	40	8
365	-9.61595509873	-10.5128342918	40	8
366	-8.92987800912	-10.2079943011	39	8
367	-9.16044668554	-10.3881514634	35	8
368	-10.2277421268	-10.8587267957	42	8
369	-9.79552031278	-10.6106709058	38	8
370	-9.29920833995	-10.5575508572	34	8
371	-9.00352300424	-10.335447915	26	8
372	-9.19471908862	-10.5543873169	31	8
373	-9.34981799158	-10.6225705013	31	8
374	-10.4521978471	-10.9962848222	40	8
375	-10.2186585777	-10.9256093277	40	8
376	-10.1425772262	-10.8947343393	31	8
377	-9.68336097618	-10.6240240517	36	8
378	-9.74620747731	-10.9131462869	42	8
379	-9.95737615549	-10.814251557	39	8
380	-9.20266544906	-10.6266042195	37	8
381	-8.64109031961	-10.3098540677	37	8
382	-9.22243311366	-10.611157495	36	8
383	-9.81622805528	-10.641701693	34	8
384	-9.46205449557	-10.6833641279	35	8
385	-8.85064559124	-10.2597959258	40	8
386	-9.52858880862	-10.5092309774	42	8
387	-9.35568643801	-10.4991193454	36	8
388	-9.41372463076	-10.5640569727	34	8
389	-9.59778026902	-10.6684969075	35	8
390	-8.16484430985	-9.98932917045	40	8
391	-8.08352512436	-9.96534401412	45	8
392	-9.14106852729	-10.2593191611	40	8
393	-10.3679435047	-11.1061369727	31	8
394	-10.0309249333	-10.8686645353	31	8
395	-9.51579917847	-10.7123489988	34	8
396	-9.77865143851	-10.6406436123	44	8
397	-9.72124875738	-10.6869078349	38	8
398	-9.58345938834	-10.552750412	42	8
399	-9.03609048342	-10.5435988365	35	8
400	-9.45750964127	-10.5916005932	33	8
401	-8.84360289667	-10.310137997	40	8
402	-9.07903794907	-10.3833616385	40	8
403	-10.0646056938	-10.7115455834	41	8
404	-9.75954408142	-10.6745045245	30	8
405	-9.65512821184	-10.686018814	42	8
406	-9.2870605091	-10.4121380498	40	8
407	-10.224525439	-10.9568675145	30	8
408	-10.1415819245	-10.9369581126	31	8
409	-9.93046229755	-10.9337736647	27	8
410	-9.05406679659	-10.3986919577	36	8
411	-8.43053765031	-10.1295559415	43	8
412	-10.3507710927	-10.9482739473	50	8
413	-9.29114738467	-10.4746662565	40	8
414	-10.1352590581	-10.8630507259	40	8
415	-9.72992651149	-10.6772096123	36	8
416	-9.80663753219	-10.6161813368	40	8
417	-9.49935415209	-10.630071804	28	8
418	-9.81061968621	-10.7629745634	40	8
419	-8.66654281346	-10.2832337955	40	8
420	-9.69836195779	-10.908806738	37	8
421	-9.52073488886	-10.7561672109	26	8
422	-9.20903681904	-10.5482675124	30	8
423	-8.74603198984	-10.1870179235	30	8
424	-9.59708016776	-10.5834307219	40	8
425	-9.94162831324	-10.7629357071	37	8
426	-9.27516755658	-10.8429277367	34	8
427	-7.97898906547	-9.75749937526	28	8
428	-8.51418863361	-10.1688184258	42	8
429	-9.34661884278	-10.6936720906	44	8
430	-9.57483039208	-10.7268965561	40	8
431	-9.69265425459	-10.8334123523	40	8
432	-8.8775449195	-10.3851151177	41	8
433	-9.4116303039	-10.7674094126	33	8
434	-10.2599708365	-10.8898252368	30	8
435	-9.77584964396	-10.7182632046	40	8
436	-9.62747897812	-10.6496013602	43	8
437	-10.1166304294	-10.8370313197	36	8
438	-11.2447704763	-11.4734297212	36	8
439	-9.74133775315	-10.8483266258	32	8
440	-9.57214756841	-10.7555807375	36	8
441	-9.22134485994	-10.3925397836	35	8
442	-9.74889575519	-10.7860357572	38	8
443	-8.13568353215	-9.9682107402	38	8
444	-9.92654756878	-10.6734736422	40	8
445	-9.53463006864	-10.6739118651	30	8
446	-9.1047559397	-10.5074364745	40	8
447	-8.5099685235	-10.1272078989	34	8
448	-10.6543108875	-11.1149646583	40	8
449	-9.36462372904	-10.3486388751	40	8
450	-9.79901911756	-10.7605720058	34	8
451	-9.55454030251	-10.560002156	30	8
452	-9.38818545697	-10.6082356165	33	8
453	-9.90290668467	-10.8544214931	40	8
454	-9.21204260265	-10.4726423017	40	8
455	-9.39010869304	-10.7388216305	38	8
456	-9.45055863264	-10.6075263929	37	8
457	-10.2885949821	-10.8462489985	36	8
458	-9.41338511739	-10.5886552726	40	8
459	-8.70569481174	-10.1099736509	46	8
460	-9.22458097312	-10.3212932624	49	8
461	-9.40034165506	-10.5941278859	37	8
462	-8.9509580049	-10.156490598	30	8
463	-10.9153350964	-11.4105831239	50	8
464	-8.81134976514	-10.2890994162	33	8
465	-8.77874906431	-10.523055693	34	8
466	-8.87782593729	-10.2411292095	45	8
467	-9.94352842146	-10.7666110091	40	8
468	-8.8948983758	-10.3462937572	32	8
469	-9.3333044923	-10.4888442989	30	8
470	-8.88990681103	-10.2085311657	41	8
471	-9.67725258763	-10.4509412587	44	8
472	-10.160426484	-10.7203130389	21	8
473	-9.04288649753	-10.3314559212	40	8
474	-10.6908751038	-11.2259301265	37	8
475	-9.57439503898	-10.7372215137	46	8
476	-8.94115507925	-10.2641115988	30	8
477	-9.17888958912	-10.4795055692	40	8
478	-8.69479920443	-10.2214725461	38	8
479	-9.92183777962	-10.8998599186	40	8
480	-7.52602948404	-9.41630105433	32	8
481	-9.26382652826	-10.3884198575	35	8
482	-9.04705614673	-10.1961099145	29	8
483	-8.7879902479	-10.2217674502	46	8
484	-9.23353914836	-10.3819430423	40	8
485	-8.67873546168	-10.1900277739	36	8
486	-8.67304190335	-10.3105440564	43	8
487	-9.20177977372	-10.5111307842	40	8
488	-10.3564397799	-10.7867712215	45	8
489	-9.22138461493	-10.4922407812	33	8
490	-8.90549398116	-10.3139144581	30	8
491	-9.56739871588	-10.6350862429	37	8
492	-9.6310796798	-10.5814667577	26	8
493	-9.57787734983	-10.5762819913	40	8
494	-10.1470566781	-10.8254177571	36	8
495	-9.94212520791	-10.7879826178	30	8
496	-10.4307573676	-11.0064560081	36	8
497	-9.60630754774	-10.6060860141	34	8
498	-9.18580303763	-10.5850708386	34	8
499	-9.12478609459	-10.330203432	37	8
500	-9.83441271635	-10.8541816413	40	8
501	-9.92687094397	-10.7656102719	47	8
502	-8.87079983249	-10.3881725824	47	8
503	-10.4105110216	-10.8584277488	32	8
504	-10.1748969636	-10.8624667943	31	8
505	-9.65596680006	-10.5950320884	32	8
506	-9.78352074126	-10.6042226376	40	8
507	-9.80565683113	-10.545290795	36	8
508	-9.29801014116	-10.4549756272	31	8
509	-9.57716654487	-10.6216210274	37	8
510	-10.8853923875	-11.241942586	35	8
511	-8.86612898487	-10.2806397233	28	8
512	-9.49714434385	-10.4034813143	37	8
513	-9.81675105718	-10.7639160462	41	8
514	-9.88654099712	-10.8488744347	46	8
515	-9.53311913794	-10.8912069964	35	8
516	-9.3769644102	-10.5163617922	45	8
517	-10.606777945	-11.137638604	45	8
518	-9.03719247203	-10.220772287	37	8
519	-9.39427348724	-10.5100486338	41	8
520	-10.1396999543	-10.8239387789	39	8
521	-8.75466715414	-10.2934566881	29	8
522	-8.43243886458	-9.94929147049	31	8
523	-9.67847682153	-10.6124448767	40	8
524	-8.95261632301	-10.255393354	38	8
525	-8.83213566362	-10.1680402238	37	8
526	-9.16368530166	-10.4745332894	34	8
527	-10.2672837284	-10.9953998795	35	8
528	-9.26249011157	-10.4165562428	37	8
529	-9.57638582611	-10.5969085434	42	8
530	-9.23799848453	-10.4449442806	40	8
531	-8.54267923687	-9.92649222604	38	8
532	-10.06321647	-10.8624241557	50	8
533	-9.52384755131	-10.8070468568	42	8
534	-8.84508306609	-10.2128707736	40	8
535	-9.81835705574	-11.2623069846	40	8
536	-10.202000558	-10.9683953926	20	8
537	-9.34036336175	-10.4054856871	36	8
538	-9.79257558127	-10.8358814111	34	8
539	-10.4509162597	-10.8520597821	40	8
540	-9.90903520018	-10.7272009987	30	8
541	-8.87889493903	-10.3037359995	31	8
542	-8.88322689796	-10.2335320168	40	8
543	-8.82282128169	-10.1899457222	50	8
544	-9.63128694652	-10.6622676541	25	8
545	-9.75564979373	-10.7215062609	41	8
546	-9.66988455048	-10.8495533367	37	8
547	-9.69508434376	-10.5843077773	40	8
548	-8.29315916933	-10.5665954213	40	8
549	-9.73008317631	-10.764887228	21	8
550	-8.81353621888	-10.1991349192	44	8
551	-10.4647880088	-10.9990894392	33	8
552	-10.5611870563	-11.1130803444	31	8
553	-8.57944360019	-10.2055601569	32	8
554	-8.64582868177	-9.86056916524	46	8
555	-9.59511018259	-10.6921498808	41	8
556	-9.24354000906	-10.5336859615	35	8
557	-9.29020798232	-10.5264616459	40	8
558	-9.96340742274	-10.9775646423	45	8
559	-9.61844117637	-10.6757261704	43	8
560	-8.86960394143	-10.2670776687	41	8
561	-9.24277860127	-10.5116889397	41	8
562	-9.12601288674	-10.5389125393	36	8
563	-9.36401726628	-10.5579566529	34	8
564	-9.32514301178	-10.5797904722	41	8
565	-10.1979742668	-10.8992576607	35	8
566	-9.15783538395	-10.3655611933	30	8
567	-9.41334766365	-10.5695599351	55	8
568	-9.03806401382	-10.2587583522	40	8
569	-9.33165230107	-10.422562381	50	8
570	-10.0385261547	-10.8345436844	35	8
571	-8.97014669962	-10.2250724939	32	8
572	-9.26603137083	-10.5336872912	37	8
573	-10.4316747701	-11.1666298748	34	8
574	-8.2528374241	-9.78008296582	46	8
575	-8.47821855002	-10.0590981859	34	8
576	-9.5598308604	-10.6531143088	41	8
577	-9.71139396786	-10.7182546861	40	8
578	-9.58473888303	-10.9037861621	34	8
579	-7.95195181184	-9.9197070464	30	8
580	-9.92593986181	-10.946094791	30	8
581	-9.27827156032	-10.5347915101	36	8
582	-9.28325349301	-10.6158891479	30	8
583	-9.73046811555	-10.5840800639	32	8
584	-8.73579386722	-10.1658748997	35	8
585	-10.0758117703	-10.7251514476	45	8
586	-9.43014026324	-10.5594690087	33	8
587	-9.7734419163	-10.6164506159	36	8
588	-10.2052191748	-10.8045368775	42	8
589	-10.2260642114	-10.9646491908	39	8
590	-9.51987110427	-10.4911295682	40	8
591	-9.54325034043	-10.5503557493	40	8
592	-9.73672492677	-10.7958968595	40	8
593	-9.50039904102	-10.6393848025	32	8
594	-9.34426799689	-10.5262589084	35	8
595	-9.18002013242	-10.4364182164	25	8
596	-9.375165885	-10.4783570114	36	8
597	-9.40074690292	-10.6871244485	45	8
598	-9.15269815051	-10.4882990363	35	8
599	-8.87650815757	-10.5081581949	36	8
600	-10.4912308938	-10.9925204392	40	8
601	-9.36512267387	-10.3508909409	33	8
602	-9.25322192962	-10.5635603195	39	8
603	-10.2647659224	-11.2232145911	40	8
604	-13.4094097499	-12.6974415793	28	8
605	-9.9727790372	-10.7187431303	28	8
606	-9.84401965152	-10.8558965201	42	8
607	-9.83829026559	-10.5945505905	31	8
608	-9.72645647035	-10.6265276193	32	8
609	-10.8258516578	-11.0515636005	40	8
610	-9.6990880645	-10.6931221142	30	8
611	-8.74331174174	-10.0524232714	41	8
612	-9.50917967193	-10.500164149	50	8
613	-9.68554363435	-10.6524721554	36	8
614	-9.3692112318	-10.5333642516	30	8
615	-10.0332310442	-10.5548187183	41	8
616	-9.9007196992	-10.7611046874	22	8
617	-8.70915867961	-10.1381153217	50	8
618	-9.77233302295	-10.7937495872	30	8
619	-9.68744628569	-10.9427018436	40	8
620	-9.84714825725	-10.9004038625	36	8
621	-9.37118547655	-10.5408591584	37	8
622	-10.6553740827	-11.2000643853	28	8
623	-9.81633850577	-10.6280393244	38	8
624	-8.87427370215	-10.5284948577	32	8
625	-10.5209116287	-11.0498163462	40	8
626	-9.0001624236	-10.5950920121	45	8
627	-9.00131519297	-10.4184787157	36	8
628	-9.59255036049	-10.7677098369	45	8
629	-8.79112015601	-10.2545843635	30	8
630	-8.78821078512	-10.1762849969	43	8
631	-9.72569993885	-10.8335881257	37	8
632	-9.84280323411	-10.7785018856	28	8
633	-9.58018163823	-10.6798274689	37	8
634	-10.0967936764	-10.7400447694	34	8
635	-9.84188767165	-10.7268072472	36	8
