Doc ID	Doc Type	Score	Frac
304	1	9	0.830845771144
305	1	10	0.896193771626
306	1	8	0.966926070039
307	1	9	0.962311557789
308	1	6	0.889705882353
309	1	9	0.873853211009
310	1	10	0.823113207547
311	1	9	0.946210268949
312	1	7	0.885608856089
314	1	9	0.946341463415
315	1	10	0.951882845188
316	1	9	0.94819466248
317	1	10	0.946902654867
318	1	8	0.894495412844
319	1	9	0.894736842105
320	1	8	0.95251396648
321	1	12	0.873397435897
322	1	8	0.926630434783
323	1	10	0.958785249458
324	1	8	0.965789473684
325	1	9	0.97830802603
326	1	10	0.912303664921
327	1	6	0.970852017937
328	1	8	0.931034482759
329	1	8	0.951030927835
330	1	11	0.848684210526
331	1	10	0.97153024911
332	1	8	0.848396501458
333	1	9	0.860706860707
334	1	10	0.892307692308
335	1	9	0.869565217391
336	1	11	0.943365695793
337	1	10	0.905882352941
338	1	8	0.932773109244
339	1	11	0.894563426689
340	1	9	0.936893203883
341	1	8	0.971337579618
342	1	9	0.928709055877
343	1	9	0.931442080378
345	1	10	0.868154158215
346	1	12	0.894610778443
347	1	7	0.956834532374
348	1	8	0.882352941176
349	1	8	0.914675767918
350	1	8	0.896842105263
351	1	9	0.917085427136
352	1	7	0.964705882353
353	1	5	0.964028776978
354	1	8	0.852348993289
355	1	6	0.97131147541
356	1	8	0.926605504587
357	1	8	0.907590759076
358	1	7	0.932432432432
359	1	2	1.0
360	1	6	0.891509433962
361	1	10	0.945182724252
362	1	10	0.873702422145
363	1	8	0.950877192982
364	1	11	0.942693409742
365	1	9	0.960784313725
366	1	8	0.878103837472
367	1	8	0.93893129771
368	1	9	0.959785522788
369	1	8	0.910299003322
370	1	10	0.908333333333
371	1	8	0.951406649616
372	1	10	0.882882882883
373	1	8	0.915151515152
374	1	7	0.942396313364
375	1	4	0.945454545455
376	1	8	0.886
377	1	10	0.884543761639
378	1	11	0.955637707948
379	1	9	0.942307692308
380	1	10	0.868421052632
381	1	10	0.913357400722
382	1	7	0.933566433566
383	1	11	0.913274336283
384	1	8	0.906040268456
385	1	11	0.870111731844
386	1	10	0.935039370079
387	1	8	0.955555555556
388	1	7	0.95498392283
389	1	8	0.941176470588
390	1	10	0.971074380165
391	1	12	0.941080196399
392	1	8	0.981308411215
393	1	8	0.930939226519
394	1	7	0.961538461538
395	1	6	0.917948717949
396	1	7	0.920199501247
397	1	10	0.932203389831
398	1	10	0.949579831933
399	1	8	0.972222222222
400	1	8	0.928217821782
401	1	6	0.881656804734
402	1	8	0.901538461538
403	1	8	0.950850661626
404	1	8	0.941176470588
405	1	9	0.937027707809
406	1	8	0.921568627451
407	1	8	0.974358974359
408	1	8	0.923976608187
409	1	8	0.849382716049
410	1	8	0.967123287671
411	1	12	0.907094594595
412	1	10	0.929273084479
413	1	9	0.906882591093
414	1	8	0.950261780105
415	1	7	0.944881889764
416	1	6	0.994897959184
417	1	8	0.908450704225
418	1	12	0.85552407932
419	1	6	0.975806451613
420	1	8	0.876221498371
421	1	6	0.995798319328
422	1	7	0.949295774648
423	1	9	0.949275362319
424	1	9	0.848639455782
425	1	10	0.976744186047
426	1	9	0.932135728543
427	1	11	0.939739413681
428	1	8	0.864583333333
429	1	9	0.971111111111
430	1	8	0.90962962963
431	1	11	0.95885509839
432	1	8	0.910863509749
433	1	11	0.916666666667
434	1	7	0.937329700272
435	1	11	0.943231441048
436	1	8	0.926086956522
437	1	8	0.948051948052
438	1	8	0.938888888889
439	1	10	0.942917547569
440	1	8	0.930029154519
441	1	8	0.940695296524
442	1	10	0.892631578947
443	1	8	0.883647798742
444	1	8	0.764845605701
445	1	8	0.890510948905
446	1	10	0.840073529412
447	1	11	0.881516587678
448	1	9	0.89046653144
449	1	2	1.0
450	1	7	0.984076433121
451	1	8	0.940133037694
452	1	7	0.950892857143
453	1	9	0.93153526971
454	1	8	0.954631379962
455	1	4	0.905263157895
456	1	7	0.888040712468
457	1	10	0.955035971223
458	1	9	0.956790123457
459	1	8	0.913946587537
460	1	8	0.906810035842
461	1	8	0.9375
462	1	8	0.947368421053
463	1	8	0.923694779116
464	1	7	0.925423728814
465	1	8	0.943548387097
466	1	9	0.9343832021
467	1	8	0.950138504155
468	1	8	0.911894273128
469	1	9	0.920745920746
470	1	8	0.875305623472
471	1	8	0.970491803279
472	1	12	0.876460767947
473	1	7	0.930693069307
474	1	6	0.89932885906
475	1	9	0.928315412186
476	1	8	0.917085427136
477	1	6	0.884792626728
478	1	8	0.924829157175
479	1	10	0.945804195804
480	1	8	0.922005571031
481	1	10	0.845601436266
482	1	9	0.893424036281
483	1	9	0.915217391304
484	1	7	0.882845188285
485	1	10	0.913117546848
486	1	9	0.94923857868
487	1	8	0.95197740113
488	1	8	0.963824289406
489	1	9	0.891708967851
490	1	8	0.945337620579
491	1	8	0.926208651399
492	1	7	0.948275862069
493	1	8	0.887417218543
494	1	9	0.951680672269
495	1	8	0.913279132791
496	1	9	0.876262626263
497	1	9	0.97233201581
498	1	12	0.863363363363
499	1	9	0.951020408163
500	1	10	0.95643153527
501	1	8	0.827014218009
502	1	7	0.901408450704
503	1	8	0.984962406015
504	1	10	0.952145214521
505	1	10	0.889795918367
506	1	7	0.967845659164
507	1	10	0.959677419355
508	1	9	0.897142857143
509	1	11	0.960954446855
510	1	7	0.913907284768
511	1	8	0.901960784314
512	1	8	0.912225705329
513	1	8	0.937360178971
514	1	8	0.878326996198
515	1	8	0.944927536232
516	1	8	0.960302457467
517	1	8	0.938073394495
518	1	8	0.904371584699
519	1	12	0.914473684211
520	1	6	0.80625
521	1	7	0.923664122137
522	1	9	0.911290322581
523	1	10	0.955197132616
524	1	8	0.906926406926
525	1	9	0.955665024631
526	1	7	0.949843260188
527	1	8	0.903448275862
528	1	6	0.957746478873
529	1	7	0.904214559387
530	1	10	0.797216699801
531	1	10	0.963829787234
532	1	8	0.963048498845
533	1	8	0.942913385827
534	1	11	0.867759562842
535	1	8	0.900510204082
536	1	8	0.927807486631
537	1	8	0.962365591398
538	1	8	0.955922865014
539	1	9	0.932530120482
540	1	8	0.955263157895
541	1	8	0.971486761711
542	1	10	0.933227344992
543	1	8	0.946022727273
544	1	8	0.897959183673
545	1	2	0.888888888889
546	1	6	0.867816091954
547	1	8	0.963133640553
548	1	8	0.966666666667
549	1	8	0.828850855746
550	1	10	0.935103244838
551	1	8	0.92654028436
552	1	6	0.830039525692
553	1	8	0.923423423423
554	1	8	0.928888888889
555	1	11	0.85308056872
556	1	10	0.9136
557	1	10	0.96568627451
558	1	10	0.957555178268
559	1	12	0.881355932203
560	1	8	0.898148148148
561	1	8	0.922077922078
562	1	10	0.908620689655
563	1	7	0.877729257642
564	1	8	0.878296146045
565	1	9	0.942638623327
566	1	8	0.921768707483
567	1	8	0.940350877193
568	1	8	0.946921443737
569	1	8	0.959420289855
570	1	8	0.887719298246
571	1	9	0.953744493392
572	1	11	0.973478939158
573	1	10	0.938530734633
574	1	8	0.935275080906
575	1	10	0.925619834711
576	1	8	0.930787589499
577	1	6	0.921686746988
578	1	9	0.940559440559
579	1	8	0.894607843137
580	1	8	0.913043478261
581	1	8	0.958041958042
582	1	11	0.94623655914
583	1	9	0.949913644214
584	1	9	0.89233278956
585	1	11	0.957983193277
586	1	8	0.907303370787
587	1	9	0.942917547569
588	1	10	0.902960526316
589	1	5	0.928571428571
590	1	6	0.934911242604
591	1	8	0.914489311164
592	1	8	0.920415224913
593	1	10	0.900900900901
594	1	7	0.9592760181
595	1	8	0.94328358209
596	1	6	0.936507936508
597	1	8	0.935424354244
598	1	8	0.910526315789
599	1	8	0.91914893617
600	1	6	0.954545454545
601	1	8	0.945736434109
602	1	8	0.845614035088
603	1	11	0.80787037037
604	1	9	0.888586956522
605	1	6	0.789915966387
606	1	8	0.958333333333
607	1	9	0.962890625
608	1	7	0.902552204176
609	1	7	0.954703832753
610	1	7	0.93006993007
611	1	9	0.935926773455
612	1	10	0.926877470356
613	1	8	0.966751918159
614	1	6	0.891719745223
615	1	9	0.958847736626
616	1	8	0.931880108992
617	1	9	0.953878406709
618	1	8	0.910204081633
619	1	11	0.929955290611
620	1	7	0.947136563877
621	1	8	0.907317073171
622	1	8	0.924471299094
623	1	6	0.955223880597
624	1	8	0.93471810089
625	1	11	0.927308447937
626	1	7	0.954545454545
627	1	8	0.985815602837
628	1	11	0.9375
629	1	11	0.921722113503
630	1	8	0.943548387097
631	1	6	0.966183574879
632	1	10	0.929606625259
633	1	8	0.910550458716
634	1	5	0.944751381215
635	1	10	0.91796875
636	1	9	0.938172043011
637	1	8	0.866822429907
638	1	8	0.923529411765
639	1	6	0.876651982379
640	1	7	0.968208092486
641	1	7	0.977358490566
642	1	8	0.937131630648
643	1	10	0.935593220339
644	1	8	0.956284153005
645	1	8	0.95
646	1	9	0.860465116279
647	1	11	0.913946587537
648	1	6	0.623966942149
649	1	8	0.978461538462
650	1	10	0.881578947368
651	1	8	0.922879177378
652	1	9	0.934545454545
653	1	8	0.922413793103
654	1	10	0.925343811395
655	1	7	0.952
656	1	9	0.87374749499
657	1	9	0.945945945946
658	1	8	0.919896640827
659	1	10	0.951219512195
660	1	11	0.912885662432
661	1	8	0.924342105263
662	1	6	0.951754385965
663	1	8	0.947845804989
664	1	9	0.916326530612
665	1	7	0.920454545455
666	1	8	0.905376344086
667	1	9	0.919811320755
668	1	10	0.948936170213
669	1	8	0.902394106814
670	1	8	0.957547169811
671	1	8	0.912891986063
672	1	9	0.944672131148
673	1	6	0.918918918919
674	1	8	0.943820224719
675	1	8	0.939262472885
676	1	8	0.930769230769
677	1	8	0.967320261438
678	1	8	0.93143812709
679	1	8	0.952127659574
680	1	9	0.930604982206
681	1	8	0.957070707071
682	1	11	0.878938640133
683	1	10	0.964110929853
684	1	8	0.939153439153
685	1	8	0.952777777778
686	1	9	0.907488986784
687	1	8	0.961111111111
688	1	9	0.923529411765
689	1	8	0.95796460177
690	1	9	0.943396226415
691	1	6	0.97311827957
692	1	6	0.955223880597
693	1	8	0.979885057471
694	1	8	0.972899728997
695	1	9	0.959036144578
696	1	8	0.967213114754
697	1	8	0.847457627119
698	1	6	0.923076923077
699	1	12	0.933767643865
700	1	8	0.912903225806
701	1	8	0.917085427136
702	1	6	0.988636363636
703	1	8	0.85313174946
704	1	7	0.880769230769
705	1	8	0.943025540275
706	1	10	0.936605316973
707	1	8	0.850374064838
708	1	9	0.961813842482
709	1	10	0.778614457831
710	1	11	0.933189655172
711	1	10	0.976424361493
712	1	9	0.831460674157
713	1	10	0.912144702842
714	1	9	0.928725701944
715	1	8	0.951351351351
716	1	9	0.948979591837
717	1	8	0.968253968254
718	1	10	0.940850277264
719	1	7	0.960264900662
720	1	10	0.927536231884
721	1	9	0.91533180778
722	1	10	0.939306358382
723	1	10	0.965630114566
724	1	8	0.856164383562
725	1	6	0.802955665025
726	1	10	0.898701298701
727	1	6	0.988304093567
728	1	8	0.894459102902
729	1	7	0.960352422907
730	1	10	0.947546531303
731	1	8	0.922509225092
732	1	9	0.961432506887
733	1	8	0.865771812081
734	1	10	0.936802973978
735	1	9	0.953617810761
736	1	10	0.911255411255
737	1	8	0.978448275862
738	1	6	0.939501779359
739	1	9	0.929824561404
740	1	8	0.905950095969
741	1	8	0.926345609065
742	1	10	0.829608938547
743	1	10	0.952015355086
744	1	9	0.827586206897
745	1	9	0.909803921569
746	1	8	0.956632653061
747	1	8	0.951807228916
748	1	8	0.952282157676
749	1	10	0.971274685817
750	1	8	0.931540342298
751	1	8	0.885204081633
752	1	7	0.986725663717
753	1	8	0.980830670927
754	1	9	0.948837209302
755	1	9	0.905940594059
756	1	8	0.96449704142
757	1	9	0.929487179487
758	1	8	0.855721393035
759	1	10	0.951807228916
760	1	9	0.922518159806
761	1	8	0.846875
762	1	10	0.917293233083
763	1	8	0.921641791045
764	1	9	0.888024883359
765	1	7	0.851590106007
766	1	8	0.955017301038
767	1	8	0.86
768	1	8	0.964730290456
769	1	10	0.949066213922
770	1	8	0.954423592493
771	1	9	0.952380952381
772	1	10	0.929453262787
773	1	8	0.98121085595
774	1	8	0.931442080378
775	1	7	0.878787878788
776	1	7	0.916256157635
777	1	10	0.925
778	1	9	0.905882352941
779	1	8	0.991891891892
780	1	9	0.942418426104
781	1	10	0.918060200669
782	1	11	0.891666666667
783	1	7	0.952681388013
784	1	10	0.946428571429
785	1	8	0.969512195122
786	1	8	0.932721712538
787	1	8	0.947368421053
788	1	8	0.949622166247
789	1	7	0.774436090226
790	1	9	0.922755741127
791	1	8	0.967741935484
792	1	8	0.897243107769
793	1	11	0.929602888087
794	1	8	0.926247288503
795	1	8	0.974770642202
796	1	8	0.951742627346
797	1	10	0.94358974359
798	1	9	0.981182795699
799	1	8	0.831360946746
800	1	10	0.969008264463
801	1	9	0.870567375887
802	1	8	0.964285714286
803	1	6	0.934426229508
804	1	8	0.982532751092
805	1	9	0.917012448133
806	1	6	0.951417004049
807	1	11	0.887867647059
808	1	7	0.886363636364
809	1	9	0.921951219512
810	1	8	0.950724637681
811	1	8	0.953038674033
812	1	8	0.892361111111
813	1	8	0.926686217009
814	1	8	0.931764705882
815	1	10	0.947807933194
816	1	9	0.808411214953
817	1	12	0.90243902439
818	1	8	0.903571428571
819	1	8	0.953987730061
820	1	5	0.896551724138
821	1	9	0.963054187192
822	1	8	0.878706199461
823	1	8	0.960212201592
824	1	9	0.925989672978
825	1	6	0.921348314607
826	1	10	0.888888888889
827	1	6	0.838235294118
828	1	9	0.966126656848
829	1	8	0.906666666667
830	1	10	0.941176470588
831	1	8	0.972081218274
832	1	2	1.0
833	1	9	0.974446337308
834	1	10	0.889256198347
835	1	10	0.912762520194
836	1	8	0.847368421053
837	1	8	0.836397058824
838	1	5	0.861111111111
839	1	10	0.933566433566
840	1	8	0.969696969697
841	1	7	0.946601941748
842	1	8	0.875
843	1	8	0.954545454545
844	1	8	0.809278350515
845	1	10	0.791919191919
846	1	8	0.979827089337
847	1	12	0.850443599493
848	1	6	0.718309859155
849	1	7	0.911504424779
850	1	10	0.943396226415
851	1	9	0.919626168224
852	1	10	0.933209647495
853	1	9	0.954110898662
854	1	8	0.955284552846
855	1	8	0.963696369637
856	1	10	0.926732673267
857	1	8	0.899038461538
858	1	9	0.925925925926
859	1	12	0.969645868465
860	1	8	0.946629213483
861	1	8	0.853820598007
862	1	8	0.966960352423
863	1	10	0.849797023004
864	1	10	0.875
865	1	8	0.992
866	1	7	0.878136200717
867	1	8	0.978142076503
868	1	12	0.8875
869	1	6	0.898734177215
870	1	9	0.951965065502
871	1	10	0.830155979203
872	1	8	0.945392491468
873	1	9	0.901041666667
874	1	12	0.899529042386
875	1	11	0.913279132791
876	1	8	0.876712328767
877	1	11	0.924324324324
878	1	9	0.854066985646
879	1	8	0.913551401869
880	1	10	0.879649890591
881	1	8	0.847826086957
882	1	9	0.951648351648
883	1	9	0.848659003831
884	1	8	0.946778711485
885	1	7	0.906926406926
886	1	11	0.928571428571
887	1	9	0.94362745098
888	1	10	0.89897260274
889	1	8	0.938888888889
890	1	8	0.948780487805
891	1	9	0.925182481752
892	1	10	0.926873857404
893	1	4	0.974358974359
894	1	10	0.901408450704
895	1	10	0.941176470588
896	1	8	0.955390334572
897	1	9	0.922239502333
898	1	8	0.890776699029
899	1	8	0.929577464789
900	1	10	0.960784313725
901	1	8	0.895480225989
902	1	10	0.957407407407
903	1	8	0.947513812155
904	1	8	0.917737789203
905	1	6	0.970731707317
906	1	11	0.943119266055
907	1	9	0.954436450839
908	1	10	0.798646362098
909	1	10	0.822669104205
910	1	8	0.892116182573
911	1	8	0.945833333333
912	1	10	0.94191522763
913	1	10	0.96472392638
914	1	9	0.988584474886
915	1	10	0.899653979239
916	1	11	0.909531502423
917	1	6	0.959090909091
918	1	10	0.947848761408
919	1	11	0.962637362637
920	1	8	0.927021696252
921	1	8	0.989547038328
922	1	8	0.940414507772
923	1	6	0.956896551724
924	1	8	0.952475247525
925	1	7	0.942652329749
926	1	7	0.967611336032
927	1	7	0.912457912458
928	1	10	0.941031941032
929	1	10	0.954
930	1	8	0.972881355932
931	1	8	0.981072555205
932	1	12	0.887656033287
933	1	8	0.921428571429
934	1	8	0.944584382872
935	1	9	0.936952714536
936	1	7	0.97131147541
937	1	11	0.929914529915
938	1	11	0.930481283422
939	1	6	0.968911917098
940	1	8	0.940898345154
941	1	12	0.830935251799
942	1	9	0.890334572491
943	1	9	0.908256880734
944	1	8	0.914675767918
945	1	8	0.967213114754
946	1	8	0.827137546468
947	1	10	0.938104448743
948	1	9	0.906
949	1	8	0.896464646465
950	1	10	0.962524654832
951	1	7	0.954971857411
952	1	8	0.970021413276
953	1	12	0.888
954	1	10	0.886824324324
955	1	8	0.97889182058
956	1	9	0.887640449438
957	1	9	0.906318082789
958	1	8	0.977124183007
959	1	9	0.859960552268
960	1	7	0.866935483871
961	1	8	0.937947494033
962	1	9	0.933054393305
963	1	8	0.873846153846
964	1	11	0.935763888889
965	1	7	0.87786259542
966	1	7	0.948412698413
967	1	11	0.840148698885
968	1	9	0.952631578947
969	1	8	0.974358974359
970	1	11	0.911479944675
971	1	9	0.927613941019
972	1	8	0.974683544304
973	1	6	0.964285714286
974	1	2	0.907692307692
975	1	8	0.975778546713
976	1	8	0.95867768595
977	1	7	0.912751677852
978	1	8	0.807073954984
979	1	10	0.936206896552
980	1	10	0.888695652174
981	1	8	0.919161676647
982	1	8	0.95041322314
983	1	8	0.923641703377
984	1	8	0.914209115282
985	1	9	0.93
986	1	11	0.954480796586
987	1	8	0.916216216216
988	1	8	0.957865168539
989	1	9	0.882882882883
990	1	8	0.940414507772
991	1	6	0.944444444444
992	1	5	1.0
993	1	9	0.948795180723
994	1	9	0.932773109244
995	1	4	0.892857142857
996	1	7	0.967654986523
997	1	10	0.835978835979
998	1	9	0.809106830123
999	1	12	0.945185185185
1000	1	12	0.953703703704
1001	1	8	0.953424657534
1002	1	8	0.964194373402
1003	1	9	0.975550122249
1004	1	6	0.898395721925
1005	1	9	0.870967741935
1006	1	8	0.914728682171
1007	1	10	0.945578231293
1008	1	10	0.865646258503
1009	1	8	0.917525773196
1010	1	8	0.860068259386
1011	1	8	0.970212765957
1012	1	9	0.935251798561
1013	1	7	0.975
1014	1	8	0.904328018223
1015	1	10	0.917667238422
1016	1	8	0.955555555556
1017	1	8	0.973170731707
1018	1	10	0.914049586777
1019	1	10	0.949656750572
1020	1	8	0.94623655914
1021	1	9	0.922764227642
1022	1	11	0.928870292887
1023	1	8	0.987055016181
1024	1	9	0.822485207101
1025	1	8	0.967005076142
1026	1	10	0.88785046729
1027	1	8	0.86036036036
1028	1	10	0.933947772657
1029	1	10	0.947368421053
1030	1	8	0.963636363636
1031	1	9	0.931947069943
1032	1	8	0.947162426614
1033	1	10	0.935064935065
1034	1	8	0.960580912863
1035	1	8	0.927480916031
1036	1	9	0.912751677852
1037	1	8	0.732876712329
1038	1	11	0.953525641026
1039	1	8	0.887096774194
1040	1	6	0.842105263158
1041	1	6	0.932011331445
1042	1	8	0.921568627451
1043	1	9	0.8765625
1044	1	7	0.87460815047
1045	1	9	0.88679245283
1046	1	9	0.930174563591
1047	1	11	0.898710865562
1048	1	10	0.94942903752
1049	1	10	0.922839506173
1050	1	11	0.938176197836
1051	1	7	0.932748538012
1052	1	9	0.976394849785
1053	1	9	0.921875
1054	1	8	0.886503067485
1055	1	8	0.94964028777
1056	1	6	0.967741935484
1057	1	10	0.806299212598
1058	1	8	0.93216080402
1059	1	8	0.953846153846
1060	1	8	0.949044585987
1061	1	8	0.77366255144
1062	1	10	0.885856079404
1063	1	10	0.937131630648
1064	1	9	0.886617100372
1065	1	7	0.908296943231
1066	1	9	0.925373134328
1067	1	9	0.89858490566
1068	1	9	0.970017636684
1069	1	10	0.917197452229
1070	1	7	0.926829268293
1071	1	8	0.971631205674
1072	1	8	0.951086956522
1073	1	8	0.962871287129
1074	1	8	0.870044052863
1075	1	8	0.978723404255
1076	1	10	0.931506849315
