4762	20	20		40				4	4	4	4	4	4	4	4	4	4	4	4						
4721	25	20		45				5	5	5	5	5	5	4	4	4	4	4	4						
3549	20	25		45				4	4	4	4	4	4	5	5	5	5	5	5						
4650	20	25		45				4	4	5	5	4	4	5	5	6	5	5	5						
4768	20	26	50	50				4	4	3	4	4	4	5	6	6	6	5	5	5	6	6	6	4	5
2338	21	18		39				4	4	4	5	5	4	3	3	3	4	4	4						
1948	15	18		33				3	3	3	3	3	3	3	3	4	3	4	4						
2987	15	18		33				3	3	3	3	3	3	3	4	4	4	3	4						
2443	17	17		34				4	4	4	4	3	3	4	4	4	4	3	3						
2610	20	20		40				4	4	4	4	4	4	4	4	4	4	4	4						
1677	15	18		33				3	3	3	3	3	3	4	4	4	4	4	3						
3376	18	15		33				4	3	4	4	3	4	3	3	4	4	3	3						
2713	20	20		40				4	4	5	4	4	4	4	4	4	4	4	4						
3155	20	18	36	36				4	4	4	4	4	4	4	4	4	4	4	3	4	4	4	4	4	3
3273	20	17		37				4	4	4	4	4	4	4	3	4	4	4	3						
3897	15	20	40	40				4	3	4	4	2	3	4	4	4	4	4	4	4	4	4	4	4	4
3125	18	15		33				4	4	4	4	4	3	3	3	3	3	3	3						
3112	17	20		37				4	4	4	4	3	3	4	4	4	4	4	4						
2598	22	20		42				5	4	5	4	5	4	4	4	4	4	4	4						
1989	20	20		40				4	4	4	4	4	4	4	4	4	4	4	4						
3026	20	20		40				4	4	4	4	4	4	4	4	5	4	4	4						
1771	20	18		38				4	4	4	4	4	4	3	3	3	3	4	4						
1490	15	16		31				3	3	3	3	3	3	3	3	4	4	4	3						
4174	20	22		42				4	4	5	5	4	4	5	4	5	5	5	4						
3308	20	20		40				4	4	4	4	4	4	4	4	4	4	4	4						
3139	17	18		35				4	4	4	3	3	3	4	4	4	4	4	3						
4707	18	17		35				4	4	4	4	4	3	4	4	4	4	3	3						
1277	15	18		33				3	3	3	3	3	3	3	3	3	3	4	4						
3350	18	15		33				4	4	4	4	4	3	3	3	3	3	3	3						
4147	15	15		30				3	3	3	3	3	3	3	3	3	3	3	3						
2129	20	17		37				4	4	4	4	4	4	4	4	4	4	3	3						
2166	20	20		40				4	4	5	4	4	4	4	4	4	4	4	4						
4431	20	20		40				4	4	4	4	4	4	4	4	4	4	4	4						
3090	17	18		35				3	4	4	4	4	3	4	4	4	4	4	3						
2470	18	17		35				4	4	4	4	4	3	3	3	3	4	3	4						
3032	15	16		31				3	3	4	4	3	3	3	3	4	4	4	3						
4233	20	20		40				4	4	5	4	4	4	4	4	4	4	4	4						
4582	20	19	40	40				4	4	4	4	4	4	4	4	5	4	3	4	4	4	4	4	4	4
2442	18	18		36				4	4	4	4	4	3	4	4	4	4	4	3						
4536	17	15		32				4	4	4	3	3	3	3	3	3	3	3	3						
4123	15	16		31				3	3	4	3	3	3	4	3	3	3	3	3						
1287	13	17	30	30				2	2	2	3	3	3	4	4	4	4	3	3	3	3	3	3	3	3
4399	16	16		32				3	4	3	3	3	3	4	3	4	3	3	3						
1619	15	15		30				3	3	3	3	3	3	3	3	3	3	3	3						
4794	30	25		55				6	6	6	5	6	6	5	5	5	5	5	5						
3931	25	20		45				5	5	5	5	5	5	4	4	4	4	4	4						
4453	21	20		41				5	4	5	5	4	4	4	4	4	4	4	4						
3227	20	25		45				4	4	4	4	4	4	5	5	5	5	5	5						
2545	15	18		33				3	3	4	4	3	3	4	4	4	4	4	3						
3697	30	30		60				6	6	6	6	6	6	6	6	6	6	6	6						
3252	24	21		45				4	5	5	5	5	5	5	4	5	4	4	4						
1206	13	15		28				3	3	3	3	3	2	3	3	4	3	3	3						
3443	25	24		49				5	5	5	5	5	5	5	4	5	5	5	5						
3133	17	16		33				3	4	4	3	4	3	3	3	4	4	4	3						
1417	14	15		29				3	2	3	3	3	3	3	3	3	3	3	3						
4013	20	18	36	36				4	4	4	4	4	4	4	4	4	4	4	3	4	4	4	4	4	3
3436	20	20		40				4	4	4	4	4	4	4	4	4	4	4	4						
3343	20	18	40	40				4	4	4	4	4	4	4	4	4	4	4	3	4	4	4	4	4	4
2863	20	20		40				4	4	4	4	4	4	4	4	4	4	4	4						
1395	15	12		27				3	3	3	3	3	3	3	3	3	3	2	2						
784	13	11		24				3	2	3	3	2	3	3	2	3	2	2	2						
1669	17	15		32				3	4	4	4	4	3	3	3	3	3	3	3						
3306	17	16		33				4	4	4	4	3	3	3	4	4	4	3	3						
4653	21	14	40	40				4	4	4	5	5	4	3	3	4	4	2	3	4	4	4	5	4	4
4588	15	16	30	30				3	3	4	4	3	3	4	3	4	3	3	3	3	3	4	4	3	3
2942	20	18	34	34				4	4	4	4	4	4	4	4	4	4	4	3	4	4	4	4	3	3
2774	15	20		35				3	3	4	3	3	3	4	4	4	4	4	4						
4336	15	15		30				3	3	3	3	3	3	3	3	4	4	3	3						
4354	21	23		44				4	4	4	4	5	4	5	5	5	4	5	4						
1251	16	15		31				3	3	4	3	4	3	3	3	3	3	3	3						
2365	15	17		32				3	3	4	4	3	3	4	3	4	4	4	3						
2861	20	20		40				4	4	4	4	4	4	4	4	4	4	4	4						
2625	15	17		32				3	3	4	3	3	3	4	4	4	4	3	3						
2180	20	20		40				4	4	4	4	4	4	4	4	4	4	4	4						
3227	18	20	36	36				4	4	4	4	4	3	4	4	4	4	4	4	4	4	4	4	4	3
4289	20	23		43				4	4	4	4	4	4	5	5	5	4	5	4						
2809	20	18	36	36				4	4	4	4	4	4	4	4	4	4	4	3	4	4	5	4	4	3
2810	19	20	40	40				3	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4
4211	20	25		45				4	4	4	4	4	4	5	5	5	4	5	5						
2780	17	19		36				3	4	3	4	4	3	3	4	4	4	4	4						
4074	20	18		38				4	4	4	4	4	4	3	3	3	3	4	4						
3868	20	17		37				4	4	4	4	4	4	3	4	4	4	4	3						
4033	20	16		36				4	4	4	4	4	4	4	3	4	4	3	3						
1562	16	15		31				3	4	4	3	3	3	3	3	4	4	3	3						
359	10	15	20	20				2	2	2	2	2	2	3	3	4	3	3	3	2	2	3	3	2	2
3333	20	18		38				4	4	4	4	4	4	3	3	4	4	4	4						
2675	15	18	32	32				3	3	3	3	3	3	4	3	4	3	5	3	4	3	4	3	3	3
3646	17	20		37				3	3	4	4	3	4	4	4	4	4	4	4						
3166	20	20		40				4	4	4	4	4	4	4	4	4	4	4	4						
3463	17	18		35				4	4	4	4	3	3	4	4	4	4	4	3						
3401	20	20		40				4	4	4	4	4	4	4	4	4	4	4	4						
4354	16	12		28				4	3	4	3	3	3	3	2	3	3	3	2						
3970	18	20		38				4	4	4	4	4	3	5	4	5	4	5	3						
2467	20	16		36				4	4	4	4	4	4	3	4	4	4	3	3						
3690	20	23		43				4	4	4	4	4	4	4	4	4	4	5	5						
1687	15	19		34				3	3	4	3	3	3	4	3	4	4	4	4						
2441	15	17		32				3	3	4	3	3	3	4	4	4	4	3	3						
3894	19	25	50	50				4	3	4	3	4	4	5	5	5	5	5	5	5	5	5	5	5	5
2843	20	19	40	40				4	4	4	4	4	4	4	3	4	4	4	4	4	4	4	4	4	4
2774	18	20	40	40				4	4	4	4	4	3	4	4	4	4	4	4	4	4	4	4	4	4
2137	17	20		37				3	4	3	4	4	3	4	4	4	4	4	4						
3859	18	18		36				4	4	4	3	4	3	4	4	4	4	4	3						
2837	20	20		40				4	4	4	4	4	4	4	4	4	4	4	4						
1043	15	15		30				3	3	4	3	3	3	3	3	4	3	3	3						
1267	17	15		32				3	3	4	4	3	4	3	3	3	3	3	3						
4715	23	21		44				5	5	5	5	5	4	5	4	5	4	4	4						
4031	17	20		37				4	3	4	4	4	3	4	4	4	4	4	4						
3356	22	20		42				4	5	5	5	5	4	4	4	4	4	4	4						
3831	20	20		40				4	4	4	4	4	4	4	4	4	4	4	4						
3550	20	18	40	40				4	4	4	4	4	4	4	4	4	4	4	3	4	4	4	4	4	4
3447	15	13	30	30				3	3	3	4	3	3	3	2	3	2	2	3	3	3	3	4	3	3
4035	15	19		34				3	3	3	3	3	3	3	4	4	3	4	4						
2109	24	20		44				5	4	4	5	5	5	4	4	4	4	4	4						
4167	18	20	36	36				4	4	4	4	4	3	4	4	4	4	4	4	4	4	4	4	4	3
1934	18	17		35				4	4	4	4	4	3	3	3	4	4	3	4						
4160	17	17		34				4	4	4	4	3	3	4	4	4	4	3	3						
2003	15	17		32				3	3	3	3	3	3	4	3	4	4	4	3						
2616	20	20		40				4	4	4	4	4	4	4	4	4	4	4	4						
2717	15	19	34	34				3	3	4	3	3	3	5	4	5	4	4	3	4	4	4	4	3	3
3899	20	20		40				4	4	4	4	4	4	4	4	4	4	4	4						
4870	18	20	40	40				4	4	4	4	4	3	4	4	4	4	4	4	4	4	4	4	4	4
4152	20	17		37				4	4	5	4	4	4	4	4	4	4	3	3						
2554	18	20		38				3	3	3	4	4	4	4	4	4	4	4	4						
1968	14	15		29				3	3	3	3	2	3	3	3	3	3	3	3						
1233	15	19		34				3	3	3	3	3	3	3	4	4	4	4	4						
2757	17	15		32				4	3	4	3	4	3	3	3	4	3	3	3						
4667	23	20		43				4	4	5	5	5	5	4	4	4	4	4	4						
1441	20	17		37				4	4	4	4	4	4	3	3	4	4	3	4						
3209	13	19	34	34				3	2	3	2	2	3	3	4	3	4	4	4	3	4	3	3	4	3
1301	15	14		29				3	3	3	3	3	3	3	2	3	3	3	3						
2129	18	12	30	30				3	3	4	4	4	4	3	3	3	3	2	2	3	3	4	4	3	3
3905	24	23		47				4	5	4	4	5	5	5	4	5	5	4	5						
4488	20	16		36				4	4	4	4	4	4	4	3	4	3	3	3						
1859	20	20		40				4	4	4	4	4	4	4	4	4	4	4	4						
1065	13	16		29				2	2	3	3	3	3	3	3	4	4	4	3						
4758	20	20		40				4	4	4	4	4	4	4	4	4	4	4	4						
4243	20	21		41				4	4	4	4	4	4	5	4	5	4	4	4						
3385	20	20		40				4	4	5	4	4	4	4	4	4	4	4	4						
2715	17	15		32				3	3	3	3	3	4	3	3	4	4	3	3						
3667	20	20		40				4	4	4	4	4	4	4	4	5	4	4	4						
3491	18	20	44	44				4	4	4	4	4	3	4	4	4	4	4	4	5	5	5	4	4	4
3442	15	19		34				3	3	3	3	3	3	3	4	4	3	4	4						
1722	15	16		31				3	3	3	3	3	3	3	3	4	4	4	3						
2285	20	14	40	40				4	4	4	4	4	4	3	2	3	3	3	3	4	4	4	4	4	4
2527	20	20		40				4	4	4	4	4	4	4	4	5	4	4	4						
4976	20	20		40				4	4	4	4	4	4	4	4	5	4	4	4						
3761	16	15		31				3	4	4	3	3	3	3	3	3	3	3	3						
2195	14	15		29				3	3	3	4	4	2	3	3	3	3	3	3						
3932	20	23		43				4	4	4	4	4	4	4	4	4	4	5	5						
4438	20	20		40				4	4	4	4	4	4	4	4	4	4	4	4						
4218	19	20	40	40				3	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4
3965	16	20		36				3	3	4	4	4	3	4	4	4	4	4	4						
2905	16	15		31				3	3	4	4	4	3	3	3	3	3	3	3						
1279	10	5		15				2	2	2	2	2	2	1	1	2	1	1	1						
4420	18	22		40				4	4	4	4	4	3	5	5	5	4	4	4						
2350	18	18		36				4	4	4	4	4	3	3	3	3	4	4	4						
4394	20	25		45				4	4	4	4	4	4	5	5	5	5	5	5						
2843	17	18		35				4	4	4	4	3	3	4	4	4	4	4	3						
4298	20	25		45				4	4	4	4	4	4	5	5	5	5	5	5						
4557	20	20		40				4	4	4	4	4	4	4	4	4	4	4	4						
3698	20	20		40				4	4	4	4	4	4	4	4	4	4	4	4						
4354	16	20		36				3	3	4	4	4	3	4	4	4	4	4	4						
941	15	13		28				3	3	3	3	3	3	3	2	3	3	2	3						
3556	20	20		40				4	4	4	4	4	4	4	4	4	4	4	4						
2303	10	10		20				2	2	3	3	2	2	2	2	3	3	2	2						
3912	18	18		36				4	4	4	4	4	3	4	4	4	4	4	3						
3762	21	25		46				4	4	5	5	5	4	5	5	5	5	5	5						
1748	16	16		32				3	3	4	3	4	3	3	3	4	4	4	3						
3073	21	20		41				5	4	4	4	4	4	4	4	4	4	4	4						
4656	22	22		44				5	5	5	5	4	4	5	5	5	5	4	4						
2831	20	16		36				4	4	4	4	4	4	4	3	4	4	3	3						
4602	20	22		42				4	4	4	4	4	4	5	5	5	4	4	4						
4219	20	22		42				4	4	4	4	4	4	5	5	5	4	4	4						
2572	16	15		31				4	3	4	4	3	3	3	3	4	4	3	3						
1704	20	25	40	40				4	4	4	4	4	4	5	5	5	5	5	5	4	4	4	4	4	4
2350	17	15		32				3	3	3	3	3	4	3	3	4	3	3	3						
3272	20	23		43				4	4	4	4	4	4	5	5	5	5	5	4						
3789	16	15		31				3	4	4	4	3	3	3	3	4	4	3	3						
2476	18	18		36				4	4	4	4	4	3	4	4	4	4	4	3						
3294	20	15		35				4	4	4	4	4	4	3	3	3	3	3	3						
4371	20	18	36	36				4	4	4	4	4	4	4	4	5	5	4	3	4	4	5	5	4	3
3173	20	20		40				4	4	4	4	4	4	4	4	4	4	4	4						
4594	20	25		45				4	4	4	4	4	4	5	5	5	5	5	5						
3216	20	20		40				4	4	5	5	4	4	4	4	5	4	4	4						
905	19	19		38				4	3	4	4	4	4	4	3	4	4	4	4						
3183	20	16		36				4	4	4	4	4	4	3	3	3	4	4	3						
3320	19	18		37				4	3	4	4	4	4	4	4	4	4	4	3						
1518	15	15		30				3	3	3	3	3	3	3	3	4	4	3	3						
4487	20	21		41				4	4	4	4	4	4	5	4	5	4	4	4						
2538	20	20		40				4	4	4	4	4	4	4	4	4	4	4	4						
3267	20	16		36				4	4	4	3	4	4	3	3	4	4	4	3						
1697	14	15		29				3	2	3	3	3	3	3	3	3	3	3	3						
2281	15	17		32				3	3	3	3	3	3	4	3	4	4	4	3						
3988	20	18	36	36				4	4	4	4	4	4	4	4	4	4	4	3	4	4	4	4	4	3
3658	20	20		40				4	4	4	4	4	4	4	4	4	4	4	4						
3186	20	20		40				4	4	4	4	4	4	4	4	5	5	4	4						
4512	17	16		33				4	4	4	4	3	3	3	3	4	4	4	3						
3239	20	20		40				4	4	4	4	4	4	4	4	4	4	4	4						
2845	15	15		30				3	3	3	3	3	3	3	3	4	3	3	3						
1114	10	17	24	24				2	2	3	2	2	2	4	4	4	4	3	3	3	3	3	3	2	2
1733	17	16		33				4	4	4	4	3	3	3	3	4	4	4	3						
3515	20	20		40				4	4	4	4	4	4	4	4	4	4	4	4						
2011	16	15		31				2	3	3	3	3	4	3	3	3	3	3	3						
693	12	15		27				2	2	3	2	2	3	3	3	3	3	3	3						
644	18	15		33				3	3	3	3	4	4	3	3	3	4	3	3						
3203	20	20		40				4	4	5	5	4	4	4	4	4	4	4	4						
4068	19	18		37				4	3	4	4	4	4	4	4	4	3	4	3						
2649	15	19		34				3	3	3	3	3	3	3	4	4	4	4	4						
1150	18	15		33				4	3	3	4	3	4	3	3	3	3	3	3						
3538	18	22		40				4	4	4	3	4	3	5	5	5	4	4	4						
3288	17	15		32				4	4	4	4	3	3	3	3	4	4	3	3						
4422	17	15		32				3	3	3	4	3	4	3	3	3	3	3	3						
1145	16	10	30	30				4	3	4	4	3	3	2	2	3	3	2	2	3	3	4	4	3	3
2572	20	24		44				4	4	5	4	4	4	5	5	5	4	4	5						
3931	13	12		25				3	3	4	4	3	2	3	3	3	3	2	2						
4697	20	20		40				4	4	4	4	4	4	4	4	5	5	4	4						
3421	12	15		27				3	3	4	3	2	2	3	3	3	4	3	3						
2427	20	18	36	36				4	4	4	4	4	4	4	4	4	4	4	3	4	4	4	4	4	3
3007	25	20		45				5	5	5	5	5	5	4	4	4	4	4	4						
3254	21	20		41				5	4	5	4	4	4	4	4	4	4	4	4						
5097	25	25		50				5	5	5	5	5	5	5	5	5	5	5	5						
2622	20	22		42				4	4	4	4	4	4	4	4	4	4	4	5						
3384	20	16		36				4	4	4	4	4	4	4	3	4	4	3	3						
4549	20	16		36				4	4	4	4	4	4	3	3	4	4	4	3						
4430	20	20		40				4	4	4	4	4	4	4	4	5	4	4	4						
3851	20	18	36	36				4	4	4	4	4	4	4	4	4	4	4	3	4	4	4	4	4	3
1998	18	19		37				4	4	4	4	4	3	3	4	4	4	4	4						
4160	18	20	40	40				4	4	4	4	4	3	4	4	4	4	4	4	4	4	4	4	4	4
4262	27	18	42	42				6	5	6	6	6	5	5	3	5	4	4	3	6	5	6	5	4	3
4305	16	16		32				4	3	4	4	3	3	4	3	3	3	3	3						
2855	13	20	30	30				2	2	3	3	3	3	4	4	4	4	4	4	3	3	4	4	3	3
4374	20	23		43				4	4	4	4	4	4	5	5	5	5	5	4						
1782	15	20		35				3	3	4	4	3	3	4	4	4	4	4	4						
3740	24	24		48				5	4	5	5	5	5	5	4	5	5	5	5						
4943	20	20		40				4	4	5	4	4	4	4	4	4	4	4	4						
4866	20	20		40				4	4	4	4	4	4	4	4	4	4	4	4						
3530	20	25		45				4	4	4	4	4	4	5	5	5	5	5	5						
4800	20	25		45				4	4	4	4	4	4	5	5	5	5	5	5						
1922	15	15		30				3	3	3	3	3	3	3	3	4	4	3	3						
2931	20	17		37				4	4	4	4	4	4	4	4	4	4	3	3						
4149	20	18		38				4	4	4	4	4	4	3	3	4	4	4	4						
3114	25	22		47				5	5	5	5	5	5	5	4	4	5	5	4						
4519	20	21		41				5	3	4	5	4	4	4	4	5	4	5	4						
2921	20	18	36	36				4	4	4	4	4	4	4	4	4	4	4	3	4	4	4	4	4	3
4318	19	24	42	42				4	4	4	4	3	4	5	4	6	5	5	5	5	4	5	4	4	4
4218	20	20		40				4	4	4	4	4	4	4	4	4	4	4	4						
4280	15	15		30				3	3	4	4	3	3	3	3	4	3	3	3						
3738	20	15		35				4	4	4	4	4	4	3	3	4	3	3	3						
4387	20	20		40				4	4	4	5	4	4	4	4	4	4	4	4						
3678	20	17		37				4	4	5	5	4	4	3	4	5	4	4	3						
3016	20	15		35				4	4	4	4	4	4	3	3	3	3	3	3						
3886	19	20	40	40				3	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4
2921	20	18	40	40				4	4	4	4	4	4	4	4	4	4	4	3	4	4	4	4	4	4
1982	15	20		35				3	3	3	3	3	3	4	4	4	4	4	4						
1650	19	15		34				3	4	3	3	4	4	3	3	3	3	3	3						
4189	20	16		36				4	4	4	4	4	4	3	3	4	4	4	3						
3275	20	21		41				4	4	5	5	4	4	4	4	4	5	5	4						
3515	17	20		37				3	4	4	4	4	3	4	4	4	4	4	4						
1937	15	15		30				3	3	3	3	3	3	3	3	3	3	3	3						
2347	17	17		34				4	4	4	4	3	3	3	4	4	4	4	3						
2733	16	20		36				3	3	4	4	4	3	4	4	4	4	4	4						
2182	18	19		37				4	3	4	4	3	4	4	4	4	4	3	4						
1504	15	19		34				3	3	3	3	3	3	3	4	3	4	4	4						
3710	20	23		43				4	4	4	4	4	4	5	5	5	5	5	4						
4476	20	20	42	42				4	4	4	4	4	4	5	5	6	5	4	3	5	4	5	4	4	4
4302	20	20		40				4	4	4	4	4	4	4	4	4	4	4	4						
4382	19	16		35				3	4	4	4	4	4	3	4	4	3	3	3						
2493	20	17		37				4	4	4	4	4	4	3	4	4	4	4	3						
3727	25	21		46				5	5	5	5	5	5	4	5	4	4	4	4						
4617	23	20		43				5	5	5	5	5	4	4	4	5	4	4	4						
4490	20	20		40				4	4	4	4	4	4	4	4	4	4	4	4						
2288	20	20	40	40				4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4
2208	16	15		31				3	3	3	3	4	3	3	3	3	4	3	3						
1243	15	17		32				3	3	3	3	3	3	4	4	4	3	3	3						
4530	20	20		40				4	4	4	4	4	4	4	4	4	4	4	4						
3435	22	18		40				5	5	5	4	4	4	4	4	5	4	4	3						
3279	20	20		40				4	4	5	4	4	4	4	4	4	4	4	4						
3017	20	20		40				4	4	4	4	4	4	4	4	4	4	4	4						
4001	23	22		45				4	4	4	4	5	5	5	5	5	4	4	4						
4128	18	18		36				4	4	4	4	4	3	4	4	4	4	4	3						
3053	17	18		35				4	4	4	4	3	3	4	4	4	4	4	3						
4214	20	16	36	36				5	5	5	5	4	3	3	3	3	4	4	3	4	4	4	4	4	3
3092	20	19	40	40				4	4	4	4	4	4	4	4	5	5	3	4	4	4	4	4	4	4
2064	17	15		32				4	3	4	4	4	3	3	3	3	3	3	3						
3924	17	20		37				4	3	4	4	4	3	4	4	4	4	4	4						
3909	22	26	48	48				5	5	4	5	4	4	6	5	6	5	5	5	6	5	6	5	5	4
3141	17	16		33				4	4	4	4	3	3	4	3	3	4	3	3						
4759	25	25		50				5	5	5	5	5	5	5	5	5	5	5	5						
4493	25	21		46				5	5	5	5	5	5	5	4	5	5	4	4						
2974	20	23		43				4	4	4	4	4	4	5	5	5	5	5	4						
3941	12	15		27				3	3	4	3	2	2	3	3	3	3	3	3						
3634	17	18		35				4	3	4	4	4	3	4	4	5	4	4	3						
4201	19	17		36				4	4	4	3	3	4	4	4	4	4	3	3						
4410	25	20		45				5	5	5	5	5	5	4	4	4	4	4	4						
2408	20	15		35				4	4	4	4	4	4	3	3	3	3	3	3						
1938	20	20		40				4	4	4	4	4	4	4	4	4	4	4	4						
3629	20	15		35				4	4	4	4	4	4	3	3	4	4	3	3						
4224	16	18		34				4	3	3	3	3	3	4	4	3	4	4	3						
4027	17	23	40	40				3	4	4	4	4	3	4	4	5	5	5	5	4	4	4	4	4	4
4325	17	16		33				4	4	4	4	3	3	3	3	4	4	4	3						
4187	19	20		39				5	4	5	4	4	3	4	4	5	4	4	4						
1968	18	15		33				3	3	4	4	4	4	3	3	4	3	3	3						
418	10	14		24				2	2	2	2	2	2	3	2	2	3	3	3						
1093	15	16		31				3	3	4	4	3	3	4	3	4	3	3	3						
2142	18	18		36				4	4	4	4	4	3	4	4	4	4	4	3						
4584	20	20		40				4	4	4	4	4	4	4	4	4	4	4	4						
2744	20	20		40				4	4	4	4	4	4	4	4	4	4	4	4						
4205	17	15		32				4	3	4	4	4	3	3	3	3	3	3	3						
4496	24	23		47				5	4	5	4	5	5	5	5	5	5	5	4						
3739	20	20		40				4	4	4	4	4	4	4	4	4	4	4	4						
3235	16	19		35				4	3	4	4	3	3	3	4	4	4	4	4						
3730	16	20		36				4	3	4	4	3	3	4	4	4	4	4	4						
997	14	14		28				3	2	3	3	3	3	3	2	3	3	3	3						
4193	15	20		35				3	3	3	4	3	3	4	4	4	4	4	4						
2462	17	16		33				3	4	3	4	4	3	3	3	4	3	4	3						
3593	18	16		34				4	4	4	4	4	3	3	4	3	3	3	3						
4432	16	20		36				3	3	4	4	4	3	4	4	4	4	4	4						
3927	20	20		40				4	4	4	4	4	4	4	4	4	4	4	4						
4455	20	20		40				4	4	5	4	4	4	4	4	4	4	4	4						
4001	15	20		35				3	3	3	3	3	3	4	4	4	4	4	4						
3521	21	25		46				5	4	4	4	4	4	5	5	5	5	5	5						
3351	16	18		34				4	3	4	4	3	3	3	3	4	4	4	4						
4004	20	20		40				4	4	4	4	4	4	4	4	4	4	4	4						
2613	20	19	40	40				4	4	5	4	4	4	3	4	4	4	4	4	4	4	4	4	4	4
3502	20	25		45				4	4	4	4	4	4	5	5	5	4	5	5						
1573	15	16		31				3	3	4	3	3	3	3	3	4	4	4	3						
4618	20	20	40	40				4	4	4	3	4	4	4	4	4	5	4	4	4	4	4	4	4	4
4551	20	15	40	40				4	4	5	4	4	4	3	3	3	3	3	3	4	4	5	4	4	4
4446	22	17		39				5	5	5	4	4	4	4	4	4	4	3	3						
2279	20	15		35				4	4	4	4	4	4	3	3	3	3	3	3						
3799	20	22		42				4	4	4	4	4	4	5	5	5	4	4	4						
4401	18	20		38				3	3	3	4	4	4	4	4	4	4	4	4						
2594	19	15		34				3	4	4	4	4	4	3	3	3	3	3	3						
1297	12	15	26	26				1	2	3	3	3	3	3	3	3	3	3	3	2	2	3	3	3	3
2733	15	16		31				3	3	4	4	3	3	3	4	4	4	3	3						
1101	15	16		31				2	3	3	4	4	3	3	3	3	3	4	3						
3790	20	19	40	40				4	4	4	4	4	4	3	4	3	4	4	4	4	4	4	4	4	4
3385	15	22	40	40				3	3	4	4	3	3	5	5	5	4	4	4	4	4	4	4	4	4
2249	15	16		31				3	3	3	3	3	3	3	3	4	4	4	3						
3520	18	18		36				4	4	4	4	4	3	4	4	4	4	4	3						
3931	20	22		42				4	4	4	4	4	4	5	5	5	4	4	4						
4473	21	18		39				5	4	5	4	4	4	4	4	5	4	4	3						
3236	17	20		37				4	4	4	3	3	3	4	4	4	4	4	4						
3150	19	18		37				3	4	4	4	4	4	4	4	4	4	4	3						
3599	18	18		36				4	4	4	4	4	3	4	4	4	4	4	3						
3478	11	18	34	34				3	2	3	3	2	2	4	4	4	4	4	3	4	4	4	4	3	3
2714	15	20		35				3	3	3	3	3	3	4	4	4	4	4	4						
2997	15	20	40	40				3	3	3	3	3	3	4	4	5	4	4	4	4	4	4	4	4	4
4330	22	20		42				5	5	5	4	4	4	4	4	5	5	4	4						
